caseID,caseCG_in,caseIy_kgm2,caseCLdeltaE,caseTau_s,isStable,verticalSpeedPhaseMargin_deg,altitudePhaseMargin_deg,verticalSpeedCrossover_radps,altitudeCrossover_radps,bandwidthSeparationRatio,smallOvershoot_pct,smallRiseTime_s,smallSettlingTime_s,smallFinalError_ft,smallPeakPitchCommand_deg,smallPeakVerticalSpeed_fpm,smallPeakElevator_deg,smallPeakActuatorRate_degps,smallPeakSpeedFraction,smallPeakAlpha_deg,operationalOvershoot_pct,operationalRiseTime_s,operationalSettlingTime_s,operationalFinalError_ft,operationalPeakPitchCommand_deg,operationalPeakPitch_deg,operationalPeakVerticalSpeed_fpm,operationalPeakElevator_deg,operationalPeakActuatorRate_degps,operationalPeakSpeedFraction,operationalPeakAlpha_deg,verticalSpeedLimitActive,pitchCommandLimitActive,elevatorPositionLimitActive,elevatorRateLimitActive
56,44.15,2300,0.3,0.035,1,130.354792235442,71.406200433997,0.407518182738774,0.319773185530153,3.69028028319862,0,14.04,53.36,0.0353012145091267,0.5691322973788,83.5218266175097,0.0793508705921756,0.0479835913256873,0.00736642855504994,0.0803877147351482,0,38.76,68.38,0.439901042948098,1.74380462996269,1.10249423841549,198.271972961264,0.426591842276895,0.270722185174202,0.0642819165719877,0.563532086996376,1,0,0,0
57,44.15,2300,0.3,0.05,1,130.140594208635,71.4143658361953,0.409367387144755,0.319777092411428,3.68742284711747,0,14.04,53.34,0.0353013805244748,0.570134353398038,83.7940370932084,0.0798855193467523,0.0487549181561103,0.00737101959068082,0.0809179351455097,0,38.76,68.3,0.439903984319315,1.74408086221482,1.10253294531403,199.068641575489,0.427281782880001,0.270980006914212,0.0642849041228255,0.564228625388099,1,0,0,0
58,44.15,2300,0.427,0.02,1,129.264995327152,71.3152905050423,0.413189639816657,0.320046513780136,3.65774037093481,0,14.12,56,0.0378019578645401,0.571561310778375,83.674056823273,0.0803799370993553,0.0481548344735776,0.00738435579270788,0.081940806475812,0,39,72.6,0.469265440171641,1.7439607144204,1.10888666562711,197.874048303379,0.436116904046223,0.269753174526548,0.0645427957447045,0.576322634021294,1,0,0,0
59,44.15,2300,0.427,0.035,1,129.018102624295,71.3236386537883,0.415266870138984,0.320050560573048,3.65539257065415,0,14.12,56.06,0.0378021273888225,0.572549389659443,83.9434092258538,0.0809118155654859,0.0489149065791508,0.00738897800937311,0.0824744700239371,0,39.02,72.62,0.469268472152607,1.74426153634175,1.108929346111,198.649874112805,0.436796119403518,0.271560355802819,0.0645457509393228,0.577008607374176,1,0,0,0
60,44.15,2300,0.427,0.05,1,128.757794982516,71.3319843188974,0.417450983966729,0.320054659202551,3.65255243974263,0,14.12,56.14,0.0378022969688214,0.573563186137736,84.2216703540336,0.0814559686893529,0.0496980007932121,0.00739386053877251,0.0830181677215241,0,39.02,72.62,0.469271493494349,1.74450951492786,1.10896933263603,199.451136584009,0.437503165461366,0.271820894817276,0.0645487517737779,0.577725807428154,1,0,0,0
61,44.15,2300,0.5,0.02,1,128.449718707129,71.266095699383,0.417862518629357,0.320211705988639,3.63752953905192,0,14.18,57.46,0.0393568091590208,0.573546713909691,83.9182925812137,0.0812990448796185,0.0486971200704088,0.00739783100097365,0.0831681181370113,0,39.14,73.68,0.4874584621346,1.74424103539952,1.11272384082595,198.088558343399,0.44218610429116,0.270280704368007,0.064700743897066,0.584345971426399,1,0,0,0
62,44.15,2300,0.5,0.035,1,128.173026853126,71.2745511670274,0.420152141589838,0.320215868073614,3.63518630184953,0,14.18,57.46,0.0393569806624563,0.574546837885252,84.1908378804361,0.0818371056677555,0.049464353104423,0.00740261578369752,0.0837078118878327,0,39.14,73.64,0.487461558745418,1.74452459296301,1.11276810260458,198.865268170252,0.442875238759272,0.272043134789531,0.0647037056056533,0.585043825124656,1,0,0,0
63,44.15,2300,0.5,0.05,1,127.880735283987,71.2830037810009,0.422564490281234,0.320220087615439,3.63235678649126,0,14.18,57.48,0.0393571521637137,0.575572397146086,84.4715513507614,0.0823845164994666,0.0502546550159285,0.00740767419563393,0.0842597200520366,0,39.16,73.62,0.48746464112819,1.74475625399426,1.11280749675811,199.668492543946,0.44359212839368,0.272305157264269,0.0647067125152918,0.58577282090422,1,0,0,0
64,44.15,2800,0.3,0.02,1,130.128807064505,71.4197092819362,0.409476894792075,0.319781028802215,3.69861377662205,0,14.04,53.36,0.0353010539035762,0.569743256142493,83.6868744630253,0.0795433844381863,0.0484217756211844,0.00736901051186774,0.0807934947626661,0,38.76,68.36,0.439898166995125,1.74397409031293,1.10249269143921,198.800342019092,0.426990549392489,0.279861737429953,0.0642835352396435,0.56394810186186,1,0,0,0
65,44.15,2800,0.3,0.035,1,129.911913056564,71.4279253933387,0.411355738593906,0.319784256281289,3.69652803564127,0,14.02,53.36,0.0353012199310844,0.570754994913867,83.96198333543,0.0800879698837739,0.0492099543419652,0.00737366730942939,0.0813379369039692,0,38.76,68.28,0.439901111905676,1.74426636179325,1.10291188235791,199.612466628923,0.427688701345855,0.281740196585077,0.0642865599780573,0.564653624490235,1,0,0,0
66,44.15,2800,0.3,0.05,1,129.683937175313,71.4361394323003,0.41332525798672,0.319787526505604,3.69393339466187,0,14.02,53.36,0.0353013859599723,0.57179419846501,84.2475254169459,0.0806447462098882,0.0500231022123327,0.00737859698608533,0.0818931393682818,0,38.78,68.18,0.439904064774491,1.74450679483767,1.10778948359555,200.452234096198,0.428418990069622,0.282132499139541,0.064289633106023,0.565390239699046,1,0,0,0
67,44.15,2800,0.427,0.02,1,128.724218540155,71.3373067144158,0.417710324508536,0.320063072108529,3.66345457901128,0,14.1,56.1,0.0378019664257627,0.57319423536121,84.1206255584389,0.0811126110205561,0.049371175253892,0.00739177141700837,0.0828909288515558,0,39.02,72.6,0.4692655519478,1.74447239138178,1.10892802312732,199.194156460512,0.437213209636918,0.28074340830434,0.0645473811603671,0.577448953547471,1,0,0,0
68,44.15,2800,0.427,0.035,1,128.457752783303,71.3457054463398,0.41995070767569,0.320066472469016,3.66136532390491,0,14.1,56.16,0.0378021360974497,0.574218505315386,84.4011249540996,0.0816669052173891,0.0501724487265329,0.0073967270080261,0.0834493332006138,0,39.02,72.6,0.469268567436108,1.74473283385894,1.10897395127317,200.012994233169,0.437929123439065,0.282539437193871,0.0645504196387387,0.578176267523125,1,0,0,0
69,44.15,2800,0.427,0.05,1,128.176207541013,71.354101549407,0.42231145335047,0.320069924067739,3.65877798113589,0,14.1,56.22,0.0378023059377566,0.575270262977971,84.6914960605031,0.0822333436594173,0.0509988906830472,0.00740197797169193,0.0840186061929182,0,39.02,72.6,0.469271574466836,1.74494334455682,1.11144817681916,200.859401601456,0.438677777078641,0.28293091079769,0.0645535065418226,0.578934366231553,1,0,0,0
70,44.15,2800,0.5,0.02,1,127.833102975381,71.288310935655,0.422918526986123,0.320231181890952,3.64309210788223,0,14.16,57.46,0.0393568194667408,0.575221026102558,84.3737334199018,0.0820408689331241,0.0499300851622634,0.00740553746703448,0.0841326528811361,0,39.16,73.62,0.487458619464322,1.74475929344158,1.11276721231793,199.423933061557,0.443303179516234,0.281251277084976,0.064705349379103,0.585498316361838,1,0,0,0
71,44.15,2800,0.5,0.035,1,127.533358467921,71.2968180407892,0.425397212630536,0.320234691985797,3.64100161517148,0,14.16,57.46,0.0393569910844404,0.576257959118945,84.6578351814357,0.082602444591485,0.0507389204877999,0.00741067457434267,0.084697328979328,0,39.16,73.58,0.487461686399608,1.74500134785957,1.11281274089559,200.243914861549,0.444029321020458,0.282999659705122,0.0647083946639813,0.586238353393527,1,0,0,0
72,44.15,2800,0.5,0.05,1,127.21363032592,71.3053221333259,0.428031682557358,0.320238259092622,3.63841923682837,0,14.14,57.44,0.0393571629613217,0.577322071270147,84.9523864356326,0.0831742135154647,0.0515729677901368,0.00741612509585952,0.0852749867626037,0,39.16,73.54,0.487464727402846,1.74519458707965,1.11358843064771,201.091322604413,0.444788598426484,0.283390586569943,0.0647114878745821,0.587008924023999,1,0,0,0
73,47.3,1800,0.3,0.02,1,139.04607231688,71.5995684421464,0.347453832898978,0.317970717000184,4.27396178077469,0,13.66,52.56,0.033848617312451,0.549793111438745,80.0654265269818,0.0604354135459758,0.0376751348803921,0.00734101738120429,0.0785351475541906,0,38.42,68.24,0.422336592220131,1.74272026146647,1.09972810720756,193.888557115548,0.285395466014876,0.249405961669647,0.0641230820080869,0.549360106819845,1,0,0,0
74,47.3,1800,0.3,0.035,1,139.015281399189,71.6062401748924,0.347816991552273,0.317972660448214,4.27125919663115,0,13.64,52.56,0.0338487290317943,0.550572673941884,80.2641699146679,0.0608274310641488,0.0380343375551038,0.00734276945852566,0.0790263720434563,0,38.42,68.28,0.422338568434692,1.7431063848434,1.09976747286742,194.587167523344,0.285784849616948,0.250874929857474,0.0641254839614243,0.549875602037156,1,0,0,0
75,47.3,1800,0.3,0.05,1,138.984192053887,71.6129126814672,0.348183596210091,0.317974599341377,4.26784597338099,0,13.64,52.56,0.0338488407502241,0.551377294161453,80.4710646350765,0.0612288390215703,0.0383965629229296,0.00734459619265893,0.0795301424811853,0,38.42,68.32,0.422340545726128,1.74343460805584,1.09980151245947,195.310850806231,0.286195266665883,0.251873100604089,0.0641279307342968,0.550416750807902,1,0,0,0
76,47.3,1800,0.427,0.02,1,138.71591712403,71.5388699870807,0.348956432727681,0.318140406571593,4.24781825478136,0,13.7,54,0.0354247435723402,0.552258587355508,80.3810360010845,0.0612790004958837,0.038013667857403,0.00735457063650993,0.0801307171057359,0,38.58,70.02,0.440894160850833,1.74318531677427,1.10399440335737,194.246258989351,0.290095225155272,0.250101761287696,0.0642977349945188,0.558270694894342,1,0,0,0
77,47.3,1800,0.427,0.035,1,138.682853639047,71.54564165584,0.349338532494186,0.318142391555859,4.24509288089701,0,13.68,53.98,0.0354248569901368,0.553056132438725,80.583474474054,0.061677172058751,0.0383752741849792,0.00735642686855864,0.0806326259106269,0,38.58,70.02,0.440896179527351,1.74354500499895,1.10403227514239,194.948823845317,0.290494824931815,0.251577525723705,0.0643001478876042,0.558802642577166,1,0,0,0
78,47.3,1800,0.427,0.05,1,138.649452395404,71.5524141243378,0.34972444402113,0.318144371871499,4.24166573326694,0,13.68,53.98,0.0354249704080703,0.553878630057156,80.79582864659,0.0620838417650343,0.0388734172571426,0.00735836106027065,0.0811458597647809,0,38.58,70.04,0.44089819915352,1.74384787359541,1.10406859921275,195.681129713656,0.290913799268886,0.252521000392528,0.0643026056603677,0.559357374356564,1,0,0,0
79,47.3,1800,0.5,0.02,1,138.518932872736,71.5032048572373,0.349854802762401,0.318240323726062,4.23270352152914,0,13.72,54.84,0.0363793442922652,0.553695085313149,80.5650418374087,0.0617726651077522,0.0382123051291222,0.00736260015275903,0.0810656579801864,0,38.66,70.88,0.45210759128645,1.74345311271576,1.10650737322515,194.449993317552,0.292862113650881,0.25050262788847,0.0644008815501961,0.56352347742059,1,0,0,0
80,47.3,1800,0.5,0.035,1,138.484459903513,71.5100353510687,0.350248547197179,0.318242333359058,4.22996567165581,0,13.72,54.84,0.0363794586866632,0.554502915992401,80.7714719577238,0.0621732703430397,0.038607446477022,0.0073645138681133,0.0815730539446383,0,38.66,70.88,0.452109634866348,1.74379752265237,1.10654536884486,195.160089040505,0.293268191678269,0.251982231392932,0.064403303223238,0.564063011793058,1,0,0,0
81,47.3,1800,0.5,0.05,1,138.449623741008,71.5168666598948,0.350646337047992,0.31824433825928,4.22653115622401,0,13.7,54.84,0.0363795730814167,0.555335626693258,80.984519741217,0.0625830979814087,0.0392058552056628,0.00736651574783424,0.0820917233752436,0,38.66,70.86,0.452111679320403,1.74408574956265,1.1065820377094,195.895159286564,0.293693833068626,0.252894087836615,0.0644057695272272,0.564628126660321,1,0,0,0
82,47.3,1828.6803192735,0.3,0.02,1,139.040423971429,71.6007732399277,0.347517886641691,0.317971275437783,4.27435141590093,0,13.66,52.56,0.0338486176122185,0.549883926077253,80.0883837654469,0.0604757424736142,0.0377170068177567,0.00734121345962391,0.0785970220895058,0,38.42,68.24,0.422336596366222,1.74276383272429,1.09973103354625,193.97278181755,0.285440678867918,0.250174423857188,0.0641233509125162,0.549419150192647,1,0,0,0
83,47.3,1828.6803192735,0.3,0.035,1,139.009690181035,71.6074476209769,0.347880839072387,0.317973183286656,4.27168616406768,0,13.64,52.56,0.0338487293303161,0.550665431714496,80.2875366717497,0.0608692068547544,0.0380767358059527,0.00734296832916755,0.0790898591452242,0,38.42,68.28,0.422338572645275,1.7431472443223,1.09977008143285,194.673554274918,0.285831548894715,0.251667801721134,0.0641257576435208,0.549937137711369,1,0,0,0
84,47.3,1828.6803192735,0.3,0.05,1,138.978658571687,71.6141227659378,0.34824723400957,0.317975086602975,4.2683096343415,0,13.64,52.56,0.0338488410500834,0.551472129644192,80.4954178362353,0.0612711361186073,0.038440819981455,0.00734480161785832,0.0795953854479627,0,38.42,68.34,0.422340549989256,1.74347279399051,1.09980456611018,195.40112349855,0.286242690847607,0.252674240524224,0.0641282094348631,0.550479707758079,1,0,0,0
85,47.3,1828.6803192735,0.427,0.02,1,138.709283590052,71.5400865288433,0.349028039932374,0.318141205055368,4.24819371130373,0,13.7,54,0.0354247440541682,0.552353304185836,80.4047647055567,0.0613195399495696,0.0380550664964152,0.00735478000279136,0.080193942632218,0,38.58,70.02,0.440894168184366,1.74322991532684,1.10399706533451,194.331795245617,0.290141007459189,0.250869285309264,0.0642980054723226,0.558331469404931,1,0,0,0
86,47.3,1828.6803192735,0.427,0.035,1,138.676273022146,71.5468609269252,0.349409988579697,0.318143153801594,4.24550479926187,0,13.68,53.98,0.0354248574718118,0.553152874240435,80.6081628015024,0.0617191737316737,0.0384184930992364,0.00735664002578693,0.0806975667696662,0,38.58,70.02,0.440896186931553,1.74358673875529,1.10403536331859,195.036557464512,0.290542649559191,0.252369195950612,0.0643004231863197,0.558865990252187,1,0,0,0
87,47.3,1828.6803192735,0.427,0.05,1,138.642925233959,71.5536361140423,0.349795746462767,0.318145097908653,4.24211349103649,0,13.68,53.98,0.0354249708899741,0.553977531266554,80.820999893144,0.0621273874027223,0.038943504497621,0.00735858145474173,0.0812125905223933,0,38.58,70.04,0.440898206615338,1.74388679759643,1.10407137666893,195.772797033703,0.290963836090357,0.253320546051605,0.0643028860204663,0.559423487839878,1,0,0,0
88,47.3,1828.6803192735,0.5,0.02,1,138.51169489793,71.5044282650253,0.349931008882613,0.31824126371304,4.23307085366041,0,13.72,54.84,0.0363793448804343,0.553792081529764,80.5895250125814,0.0618141825201271,0.038254176124373,0.00736281611295291,0.0811297284024917,0,38.66,70.88,0.452107600515894,1.74349829901771,1.10651006819578,194.537158353444,0.292909691647224,0.251269602445953,0.0644011535493396,0.563586392068861,1,0,0,0
89,47.3,1828.6803192735,0.5,0.035,1,138.477271894127,71.5112615363529,0.350324638656556,0.318243236732054,4.23036896998346,0,13.72,54.84,0.0363794592748527,0.554601983841409,80.7964083775753,0.0622162703017503,0.0386768506755434,0.00736473714278317,0.0816388595449892,0,38.66,70.88,0.452109644170425,1.74383975636209,1.10654849233554,195.249503817344,0.293316202297234,0.252773200572928,0.0644035800815114,0.564127295027297,1,0,0,0
90,47.3,1828.6803192735,0.5,0.05,1,138.442486179825,71.5180956114382,0.350722312028916,0.318245205052888,4.22696980768383,0,13.7,54.84,0.0363795736692944,0.555436900432164,81.0099436766345,0.0626268355546059,0.0392778253963817,0.00736674229601261,0.0821593385458882,0,38.66,70.86,0.452111688685429,1.74412509544665,1.10658484832424,195.986979202966,0.293744082364173,0.253692707945154,0.0644060514836929,0.564695222982515,1,0,0,0
91,47.3,2300,0.3,0.02,1,138.946543718547,71.6205754633709,0.348582410692152,0.317980430332187,4.27908998785568,0,13.64,52.56,0.033848622532504,0.551444820435812,80.483137396887,0.0611755416089253,0.0384597359743098,0.00734453262850823,0.0796460770128137,0,38.42,68.34,0.422336665858537,1.74339075278913,1.09977161273872,195.425235276436,0.286226651947145,0.262481819599349,0.0641278833707037,0.550440280432727,1,0,0,0
92,47.3,2300,0.3,0.035,1,138.916763959219,71.6272932143332,0.348941889684456,0.317981752886355,4.27704961393202,0,13.62,52.56,0.0338487342517119,0.552274597302933,80.6934030833468,0.0615923073884168,0.0389471910484032,0.00734637339935501,0.0801675194453309,0,38.42,68.38,0.422338643059,1.74373150357305,1.09981253446017,196.174428709956,0.286645718963077,0.264321686588878,0.0641303732460728,0.550995834259504,1,0,0,0
93,47.3,2300,0.3,0.05,1,138.886696474868,71.6338434111975,0.349304752574286,0.317985460425505,4.27425702247034,0,13.6,52.56,0.0338488459703281,0.553131604246233,80.9123743553842,0.0620186616381075,0.0395767068321564,0.0073482958750475,0.080703417029358,0,38.44,68.44,0.422340621140181,1.74401596974129,1.09984672827087,196.951598071492,0.287086280400957,0.265271897827888,0.0641329123567708,0.551578637023231,1,0,0,0
94,47.3,2300,0.427,0.02,1,138.598931109596,71.5598966460423,0.350219319722512,0.318156924749294,4.25268614391084,0,13.68,53.98,0.0354247519663649,0.553976432146877,80.814667086545,0.062031078772032,0.0389173149645091,0.00735832552771579,0.0812661037153533,0,38.58,70.04,0.440894290145821,1.74387170892926,1.1040386945501,195.811605380757,0.290950319897834,0.263157175101941,0.0643025650785631,0.559393357117762,1,0,0,0
95,47.3,2300,0.427,0.035,1,138.566804854429,71.5667147215327,0.35059871772801,0.318158295682238,4.25060736673882,0,13.66,53.98,0.0354248653846423,0.554811946519798,81.0288628440552,0.0624527950381,0.0395334962317302,0.00736028030149481,0.081799411803392,0,38.58,70.04,0.440896309905299,1.7441835422423,1.10407808930533,196.565312053908,0.291380635822857,0.264999393512024,0.0643050666607307,0.559964380801875,1,0,0,0
96,47.3,2300,0.427,0.05,1,138.534350320205,71.573532614473,0.350981882566902,0.318159673760694,4.24781744911898,0,13.64,53.98,0.035424978802589,0.555674901651671,81.2537981666618,0.0628857191485394,0.040171590813301,0.00736232493952963,0.082345407969164,0,38.58,70.04,0.440898330388444,1.74444048334374,1.10411490531271,197.3519559086,0.291833084681617,0.265889304624753,0.0643076175315989,0.560562269574305,1,0,0,0
97,47.3,2300,0.5,0.02,1,138.391221278856,71.5243388856641,0.351199583972123,0.318259480832047,4.23744021981319,0,13.7,54.84,0.0363793545443487,0.555453311420455,81.0077475555355,0.0625345664578153,0.0392545026305448,0.00736649762550364,0.0822159742857912,0,38.66,70.86,0.452107753689781,1.74414860030917,1.10655197934172,196.031804376815,0.293734054970466,0.263546130106536,0.0644057383920471,0.564668752475148,1,0,0,0
98,47.3,2300,0.5,0.035,1,138.357633370182,71.5312164886255,0.351591276369956,0.318260871953595,4.23534017807915,0,13.66,54.84,0.0363794689389828,0.556299934103307,81.2263814254306,0.0629604249446782,0.0398750597216561,0.00736851947019878,0.0827551145574632,0,38.66,70.86,0.452109798417714,1.74444373180717,1.10659171505139,196.793647428232,0.294169262952133,0.265389633148921,0.064408249408467,0.565250652007568,1,0,0,0
99,47.3,2300,0.5,0.05,1,138.323690768764,71.5380938708935,0.351986981831646,0.3182622708423,4.23253423603876,0,13.66,54.82,0.0363795833338805,0.557173919358291,81.4523239664344,0.063395875736239,0.0405187261792249,0.00737063674302326,0.083306886804319,0,38.66,70.84,0.452111843781103,1.74468478773373,1.10662866917335,197.583379284177,0.294627500768284,0.266244726294977,0.0644108094372469,0.565858556195087,1,0,0,0
100,47.3,2800,0.3,0.02,1,138.844695427382,71.6413989197564,0.349737037707617,0.31799279919004,4.28060341412625,0,13.6,52.56,0.0338486277520704,0.553273862120251,80.9417387807299,0.0620121912622852,0.039671754019767,0.00734831903205029,0.0808275932127443,0,38.44,68.44,0.422336741612767,1.74391023536536,1.09981130989066,197.127470667433,0.287172697743166,0.274511120431398,0.0641329323241302,0.551642101146078,1,0,0,0
101,47.3,2800,0.3,0.035,1,138.815960480121,71.6481608838025,0.350092648976095,0.317993525108391,4.27923984414604,0,13.58,52.56,0.0338487394714006,0.554147016092688,81.1655028927455,0.062455038608304,0.0403279074723594,0.00735026283585034,0.0813839219058967,0,38.44,68.5,0.422338719562982,1.7442106309187,1.09985071527891,197.935745711546,0.287627772490149,0.276599112969329,0.0641355205195611,0.552243814868427,1,0,0,0
102,47.3,2800,0.3,0.05,1,138.786948796191,71.6549225013042,0.350451578887976,0.317994258358956,4.27715026770532,0,13.58,52.56,0.0338488511911694,0.555050213384129,81.3984605406926,0.0629095842480654,0.0410086605169103,0.0073523020995194,0.0819555214220436,0,38.44,68.54,0.422340698241376,1.74445759897503,1.09988822907657,198.775303759686,0.288107315724917,0.277203517593752,0.0641381628270804,0.552874247960394,1,0,0,0
103,47.3,2800,0.427,0.02,1,138.478998154412,71.5810899337967,0.351514101750257,0.318171170031787,4.25405402839238,0,13.64,53.98,0.0354247603599919,0.555847141136633,81.2902674275061,0.0628843287529979,0.0402749528264108,0.00736238259975187,0.0824741379875863,0,38.58,70.04,0.440894421686455,1.74440363749573,1.10407624852923,197.544849590403,0.291926681247504,0.27516086833868,0.0643076455709736,0.560639651498889,1,0,0,0
104,47.3,2800,0.427,0.035,1,138.44784165171,71.5879543649596,0.351890648023729,0.318171919324051,4.25263668562361,0,13.64,53.96,0.0354248737784864,0.556740501267549,81.5183512897067,0.0633339633423895,0.0409402416430863,0.0073644567541645,0.0830421804059143,0,38.6,70.04,0.440896442242869,1.74467301055309,1.10411892135553,198.358234053059,0.292392106042281,0.277247441735009,0.064310246263307,0.561256692059646,1,0,0,0
105,47.3,2800,0.427,0.05,1,138.416366644338,71.5948183732975,0.35227091349403,0.318172677105049,4.25050257354146,0,13.62,53.96,0.0354249871968862,0.557663744605437,81.7576830649673,0.0637943122107667,0.041630233712166,0.00736663633385589,0.0836244037253401,0,38.6,70.04,0.440898463325873,1.74489067089993,1.10415419716615,199.206427324608,0.292882197415895,0.277788305125662,0.0643129011107198,0.561907246100939,1,0,0,0
106,47.3,2800,0.5,0.02,1,138.260143176742,71.5456513466044,0.352580100596259,0.318276219220726,4.2387067256851,0,13.66,54.82,0.0363793647959646,0.557361135815119,81.4929235253299,0.063394608076039,0.0406271696732183,0.00737071702359346,0.0834393196360479,0,38.66,70.84,0.452107918436096,1.74468764537604,1.10658995519784,197.783127575875,0.294725418341989,0.275534978579819,0.064410845986249,0.565942663889562,1,0,0,0
107,47.3,2800,0.5,0.035,1,138.227471272519,71.552576090175,0.352969622539246,0.318276982753157,4.23725926059497,0,13.64,54.82,0.036379479190635,0.558252749106266,81.7257989615161,0.0638469065281156,0.0412971496661353,0.00737286850526666,0.0840135312919753,0,38.68,70.82,0.452109964001213,1.74493911051816,1.10663280671507,198.603974819105,0.295198341159695,0.277620673279011,0.0644134567283475,0.566571226323955,1,0,0,0
108,47.3,2800,0.5,0.05,1,138.194453450399,71.5595003615499,0.353363123029205,0.318277755515659,4.23510034830372,0,13.62,54.82,0.0363795935866211,0.559185884462167,81.9668052741383,0.0643110978409398,0.0419925327544719,0.00737513166237505,0.0846018593251694,0,38.68,70.8,0.452112009969204,1.74513986510405,1.10666824596827,199.457435950513,0.295695972475483,0.278124876227938,0.0644161213136174,0.567229273808623,1,0,0,0
