delayPlantCaseID,delayAileronTau_s,sensorDelay_s,delayDiskMargin,delayPhaseMargin_deg,delayGainMargin_dB,delayCriticalFrequency_radps
16,0.035,0.01,1.47224325718723,72.7151764991581,16.3635270499838,1.99526231496888
16,0.035,0.02,1.44181209431024,71.5761232681998,15.8001346796377,2.01372424986239
16,0.035,0.04,1.38173635032717,69.278721319745,14.7593206503465,2.03235701093622
16,0.035,0.06,1.32262483183507,66.9543180028843,13.8130406926781,2.07014134879104
16,0.035,0.08,1.26460226913044,64.6104279886402,12.946159853435,2.08929613085404
16,0.05,0,1.45749437628111,72.1651787591575,16.0871447572763,1.99526231496888
16,0.05,0.01,1.42720049845942,71.0233268686424,15.5387376189327,2.01372424986239
16,0.05,0.02,1.39717047808794,69.8751629207835,15.0184565761814,2.03235701093622
16,0.05,0.04,1.33792676128774,67.5621462949634,14.0514153912773,2.05116217882557
16,0.05,0.06,1.27965461400756,65.2244461939496,13.1657466217546,2.08929613085404
16,0.05,0.08,1.22246790043188,62.8693794990618,12.349405450371,2.10862814993329
16,0.075,0,1.38397460341199,69.365484637335,14.7965695606065,2.03235701093622
16,0.075,0.01,1.35441375421759,68.2122548172845,14.3132472196966,2.05116217882557
16,0.075,0.02,1.32513596620153,67.0543603631818,13.8518625003178,2.07014134879104
16,0.075,0.04,1.26728924762229,64.7203426830825,12.9851003754126,2.08929613085404
16,0.075,0.06,1.21053026360492,62.3701148636717,12.1848256341521,2.10862814993329
16,0.075,0.08,1.15484084652062,60.006029115093,11.4407791132912,2.12813904598271
17,0.035,0,1.51848222477191,74.4145247632255,17.2748607518856,2.10862814993329
17,0.035,0.01,1.48579842935418,73.2172562525021,16.623377420073,2.10862814993329
17,0.035,0.02,1.45343012893946,72.0129393714092,16.0120997103484,2.12813904598271
17,0.035,0.04,1.38967333836114,69.5859796777131,14.8919101045755,2.16770410481969
17,0.035,0.06,1.32714874015292,67.1344648203837,13.8830629302834,2.18776162394955
17,0.035,0.08,1.26588126685566,64.6627638630323,12.9646817031986,2.2284351492703
17,0.05,0,1.47016764080342,72.6380087720689,16.3242395328103,2.12813904598271
17,0.05,0.01,1.4380125557805,71.4327443243946,15.7316169127358,2.12813904598271
17,0.05,0.02,1.40614072646338,70.2198326356799,15.1715808883758,2.14783047413053
17,0.05,0.04,1.34338890428044,67.7780774001126,14.1375735893261,2.18776162394955
17,0.05,0.06,1.28186255345211,65.314161038014,13.1982563079789,2.2080047330189
17,0.05,0.08,1.2216037669068,62.8333279025064,12.3374279765689,2.2284351492703
17,0.075,0,1.39240713687541,69.6915468609725,14.9379060852827,2.14783047413053
17,0.075,0.01,1.36110386319286,68.4746417317134,14.4210334185533,2.16770410481969
17,0.075,0.02,1.33013990460242,67.2533701543917,13.9295674468182,2.18776162394955
17,0.075,0.04,1.26910785448337,64.7946596678028,13.0115190855591,2.2080047330189
17,0.075,0.06,1.20934531564794,62.3204127077173,12.1685920006831,2.2284351492703
17,0.075,0.08,1.15082380202967,59.8332697011386,11.3885260996688,2.24905460583578
18,0.035,0,1.52827524735771,74.7696124747405,17.4774758497231,2.2080047330189
18,0.035,0.01,1.4939272893417,73.516788509259,16.7820188734013,2.2284351492703
18,0.035,0.02,1.45990559695275,72.2553596689821,16.1318914508387,2.2284351492703
18,0.035,0.04,1.39300804615199,69.7147331804979,14.9480391065521,2.26986485188382
18,0.035,0.06,1.32755997273434,67.1508219357043,13.8894466886046,2.29086765276777
18,0.035,0.08,1.26353248267353,64.5666296944425,12.9306868619512,2.333458062281
18,0.05,0,1.47752752690027,72.9112913699126,16.4641432437008,2.2284351492703
18,0.05,0.01,1.44377324736272,71.6500280685778,15.8356534959382,2.24905460583578
18,0.05,0.02,1.4103452475432,70.3808858602195,15.2440108798594,2.24905460583578
18,0.05,0.04,1.34461498006294,67.8264720537523,14.156992400758,2.29086765276777
18,0.05,0.06,1.28030230336318,65.2507729742415,13.1752751231333,2.31206479017559
18,0.05,0.08,1.21741692478986,62.6584568218614,12.2795378156101,2.333458062281
18,0.075,0,1.39615234224331,69.8359505599393,15.0011955443774,2.24905460583578
18,0.075,0.01,1.36336847501892,68.5632753584586,14.457726176327,2.26986485188382
18,0.075,0.02,1.33097666457915,67.2866038553286,13.9426064813463,2.29086765276777
18,0.075,0.04,1.26721847072046,64.7174491642077,12.9840732359215,2.31206479017559
18,0.075,0.06,1.20488942759223,62.1332788296861,12.1077104447269,2.333458062281
18,0.075,0.08,1.14395104371441,59.5369994496686,11.2995434533095,2.35504928389601
19,0.035,0,1.64040626483519,78.7174223430321,20.1067547244722,18.8799134909629
19,0.035,0.01,1.56782768733052,76.1867774204827,18.3349386253811,17.5388050184176
19,0.035,0.02,1.50258221251939,73.8344245481469,16.953340528015,16.2929603263972
19,0.035,0.04,1.39052176584299,69.6187566651313,14.9061667225947,14.1905752168909
