caseID,sideForceScale,rollMomentScale,yawMomentScale,aileronEffectivenessScale,inertiaScale,IxzNormalized,riseTime_s,overshoot_pct,settlingTime_s,finalBankError_deg,peakRollRate_degps,peakAutomaticAileron_deg,peakAutomaticRudder_deg,peakSideslip_deg,peakYawRate_degps,peakAileronRate_degps
182,0.8,1.2,0.8,1.2,0.8,0,3.32,3.90580855514593,11.22,5.30896279097081e-08,3.40993671709853,0.615537691217828,0.140963340506516,0.449613686695407,1.78704100757029,1.20631578221656
183,0.8,1.2,0.8,1.2,0.8,0.1,3.34,3.91220223481051,11.24,4.1562297459637e-08,3.395781333906,0.605910278431516,0.144383704411175,0.460073841245539,1.78743025813157,1.2022009857877
184,0.8,1.2,0.8,1.2,1,-0.1,3.28,3.95199410639927,11.22,6.59786985341518e-08,3.47230828461275,0.642186635542876,0.138493817578792,0.44447317054342,1.78865009078971,1.22707733289086
185,0.8,1.2,0.8,1.2,1,0,3.3,3.95907872639849,11.26,5.18804764364562e-08,3.4608353329159,0.629678974509086,0.140719078801723,0.45798657709839,1.78912723833461,1.22505389792774
186,0.8,1.2,0.8,1.2,1,0.1,3.34,3.96692699476096,11.28,3.86305957375606e-08,3.44958615828034,0.617287612019642,0.145164806897924,0.473788813905883,1.78947187444635,1.22148296732886
187,0.8,1.2,0.8,1.2,1.2,-0.1,3.28,4.00193852695324,11.24,6.73078253008206e-08,3.51114334389878,0.65930745580231,0.137207698890187,0.444742993071439,1.79196969035137,1.24105293523151
188,0.8,1.2,0.8,1.2,1.2,0,3.32,4.00496280998873,11.28,5.15298266439342e-08,3.50452883834791,0.64453368242181,0.139843572570015,0.463157571026957,1.79299673373378,1.23936388786487
189,0.8,1.2,0.8,1.2,1.2,0.1,3.34,4.01258263398303,11.3,3.69997058941012e-08,3.49786495087259,0.629857759556408,0.145318142846367,0.484823034617185,1.79375291726482,1.23621737631618
190,0.8,1.2,1,0.8,0.8,-0.1,3.34,7.69875405255443,12.82,1.32933903529797e-06,2.99932705770471,0.878542010749275,0.101205967357442,0.293160589370527,1.84729774844122,1.25865543290568
191,0.8,1.2,1,0.8,0.8,0,3.38,7.67210308711433,12.84,1.44110367273517e-06,2.9848065372784,0.870599973609917,0.102221425510061,0.300273066788539,1.84734645488336,1.25623814825771
192,0.8,1.2,1,0.8,0.8,0.1,3.38,7.64586484957021,12.86,1.56057086459025e-06,2.97020299563005,0.862946004898726,0.103206372463377,0.308297957742015,1.8473921091136,1.25250466962371
193,0.8,1.2,1,0.8,1,-0.1,3.34,7.80441374493104,12.82,1.12940249325223e-06,3.03884028795984,0.891234258912252,0.10375769332362,0.295290360025071,1.84968446210303,1.27436351843896
194,0.8,1.2,1,0.8,1,0,3.36,7.76981161590972,12.84,1.26087285039189e-06,3.02386100955579,0.88023178034426,0.105500680787605,0.305890943134659,1.8497209307566,1.27238119161667
195,0.8,1.2,1,0.8,1,0.1,3.38,7.73602556213135,12.86,1.40450666959151e-06,3.00876462121108,0.869595331694691,0.107267360946419,0.318028583986599,1.84973242671193,1.26909112348905
196,0.8,1.2,1,0.8,1.2,-0.1,3.32,7.91194591906601,12.82,9.17977102287513e-07,3.07537599298168,0.905519302781068,0.106337903776861,0.295437970418516,1.85237688405323,1.28664935535743
197,0.8,1.2,1,0.8,1.2,0,3.34,7.86807347834216,12.84,1.06484560125789e-06,3.06197106607006,0.891483327823596,0.109156548472513,0.309874730059903,1.85238929384701,1.28498204151177
198,0.8,1.2,1,0.8,1.2,0.1,3.36,7.82603179018388,12.88,1.22939731156989e-06,3.0488098257061,0.877709372573304,0.112160360604753,0.326570888894314,1.85225734101994,1.28205183429932
199,0.8,1.2,1,1,0.8,-0.1,3.3,5.62078120669484,12.04,3.92835243338147e-07,3.18059255224537,0.741342472329502,0.107591565552767,0.319722615583101,1.81432793946733,1.2305662160932
200,0.8,1.2,1,1,0.8,0,3.32,5.61296609328141,12.06,4.19165555914451e-07,3.16556951918789,0.733419791987626,0.10884602600648,0.327598265660343,1.81458567800167,1.22851578596886
201,0.8,1.2,1,1,0.8,0.1,3.34,5.60510296082361,12.06,4.46905377415889e-07,3.15051820887369,0.725774639508394,0.111617321064704,0.336566038317788,1.81483577576661,1.2251223442418
202,0.8,1.2,1,1,1,-0.1,3.28,5.69267478327049,12.04,3.93777132801516e-07,3.22516189110882,0.754404713762302,0.107882791638213,0.322530313332789,1.81609416662995,1.24819487735979
203,0.8,1.2,1,1,1,0,3.32,5.68231444206792,12.06,4.26596428941715e-07,3.21049983576955,0.743524736756793,0.109502319793073,0.334237870436933,1.81638349057408,1.24573739621883
204,0.8,1.2,1,1,1,0.1,3.32,5.67207921212481,12.08,4.61625195988588e-07,3.19576400604397,0.732928771864975,0.113154992706678,0.347786814789693,1.81664640155348,1.24166611145244
205,0.8,1.2,1,1,1.2,-0.1,3.26,5.7650014697882,12.04,3.93089967601476e-07,3.26467815276792,0.768918788378136,0.109066683005281,0.322932985468416,1.81825590792963,1.26339025351662
206,0.8,1.2,1,1,1.2,0,3.3,5.7512847846657,12.06,4.3223041579614e-07,3.25255990613456,0.755286731705898,0.11259113081948,0.338869380061392,1.81853481470917,1.26132077834379
207,0.8,1.2,1,1,1.2,0.1,3.32,5.73857704115878,12.1,4.74557771830242e-07,3.24060615900104,0.741891434517594,0.116349827903226,0.3574691706976,1.81864800367398,1.25768907479124
208,0.8,1.2,1,1.2,0.8,-0.1,3.28,4.26591201372625,11.36,4.34257653641784e-08,3.31740677112796,0.643458906600593,0.118756452622358,0.340075773574338,1.79263229104033,1.20880032600466
209,0.8,1.2,1,1.2,0.8,0,3.32,4.2674762816002,11.38,3.74763310964466e-08,3.30215001601924,0.635663212069514,0.120299133163607,0.348552544561828,1.79296060136492,1.20635674314734
210,0.8,1.2,1,1.2,0.8,0.1,3.32,4.26887489172322,11.4,3.19231446434276e-08,3.28689957858707,0.628133794947281,0.123559909215451,0.358280518259189,1.79328449438532,1.20231865577183
211,0.8,1.2,1,1.2,1,-0.1,3.28,4.31574871034101,11.38,4.82208681991479e-08,3.36479746454755,0.656680389038639,0.118758332737749,0.343357910831797,1.7939375971344,1.22706155424865
212,0.8,1.2,1,1.2,1,0,3.3,4.31770220910374,11.4,4.12826265156639e-08,3.35058922446373,0.646089443435647,0.120760585014842,0.355938187883917,1.79430219881766,1.22507687278491
213,0.8,1.2,1,1.2,1,0.1,3.32,4.3194400894182,11.42,3.49712498960136e-08,3.33622844357674,0.635768089472997,0.125115579975165,0.37058640511347,1.79465799413673,1.22156012854807
214,0.8,1.2,1,1.2,1.2,-0.1,3.26,4.36471235863184,11.38,5.30307319883941e-08,3.40578560538561,0.671049034823068,0.118234854158149,0.343937508445491,1.79564216794729,1.24103848122299
215,0.8,1.2,1,1.2,1.2,0,3.28,4.36722403885587,11.4,4.527694996654e-08,3.3947448908464,0.658017945664152,0.12063695935156,0.361034245203092,1.79591102751055,1.23937804059655
216,0.8,1.2,1,1.2,1.2,0.1,3.32,4.37005171520829,11.42,3.84359775966018e-08,3.38377690054418,0.645206210610675,0.125969738633423,0.381087337313983,1.79605885483568,1.23627180233944
217,0.8,1.2,1.2,0.8,0.8,-0.1,3.36,8.18263747875916,12.9,5.34248372224458e-07,2.92212550015179,0.905219435143362,0.10281781790735,0.265214029185066,1.85604749769797,1.25865020537377
218,0.8,1.2,1.2,0.8,0.8,0,3.4,8.1521510575152,12.92,6.32556093936325e-07,2.90842175245691,0.899032709886363,0.103472810048735,0.265463607129141,1.85600321568416,1.2562936567919
219,0.8,1.2,1.2,0.8,0.8,0.1,3.4,8.12210876297509,12.94,7.38092136640845e-07,2.89475940142027,0.893098584960411,0.104096672287077,0.26573644185035,1.85595869006971,1.25264362235274
220,0.8,1.2,1.2,0.8,1,-0.1,3.34,8.28461292927781,12.9,2.69260018431501e-07,2.95538989519905,0.915266366618543,0.104927364619393,0.265625368548359,1.85829935075766,1.27435204644037
221,0.8,1.2,1.2,0.8,1,0,3.38,8.24543785764875,12.92,3.81869264886581e-07,2.93963593850606,0.906658935526547,0.106024413714807,0.265976020767829,1.85822602003156,1.27241283797167
222,0.8,1.2,1.2,0.8,1,0.1,3.38,8.20700424015289,12.94,5.0584974970963e-07,2.92386649238259,0.898431297282022,0.107109002232722,0.266366500870615,1.85815528149681,1.26918278091311
223,0.8,1.2,1.2,0.8,1.2,-0.1,3.34,8.38870871287562,12.9,1.3236291779019e-09,2.98877545606201,0.926612856396947,0.107281943562164,0.266054290972977,1.86062690895493,1.28663689933533
224,0.8,1.2,1.2,0.8,1.2,0,3.36,8.34054313621112,12.92,1.20645178663281e-07,2.97308490412401,0.915245868155079,0.109166123434653,0.266522733079273,1.8604798177019,1.2850017591482
225,0.8,1.2,1.2,0.8,1.2,0.1,3.38,8.29355371668173,12.94,2.59083040179766e-07,2.95759459112786,0.904312243236433,0.111146564701772,0.267058207166556,1.86033067146065,1.28211671888505
226,0.8,1.2,1.2,1,0.8,-0.1,3.32,6.0012150557849,12.14,4.95338078508209e-07,3.10188900847215,0.762669136964092,0.104415724257553,0.25759613987206,1.8209856611443,1.23055432108294
227,0.8,1.2,1.2,1,0.8,0,3.32,5.988726405468,12.14,5.21328462941823e-07,3.08719643663084,0.756517139782992,0.10533372275934,0.257988979861633,1.82115495696104,1.22854964392498
228,0.8,1.2,1.2,1,0.8,0.1,3.34,5.97635026805481,12.16,5.4847393100938e-07,3.07259602033421,0.750638781865457,0.106220144137059,0.266450135799658,1.82132307267444,1.22521947256176
229,0.8,1.2,1.2,1,1,-0.1,3.3,6.06967840992525,12.14,4.81995883799961e-07,3.14171281174184,0.77277346100823,0.106974264335936,0.2579564630059,1.82259589268771,1.24818070899552
230,0.8,1.2,1.2,1,1,0,3.3,6.05367151741072,12.14,5.13782019689376e-07,3.12584295999936,0.764029644836832,0.108503958830706,0.263695036461314,1.82280092528682,1.24577681124526
231,0.8,1.2,1.2,1,1,0.1,3.34,6.03776216111045,12.16,5.47367228382973e-07,3.11002523378332,0.755697960832417,0.110035205790889,0.276361173262269,1.82300192441499,1.24178007773254
232,0.8,1.2,1.2,1,1.2,-0.1,3.28,6.13956376346331,12.12,4.67506917837429e-07,3.17970807744786,0.784432034329856,0.109765317200668,0.258324505448541,1.8242752249937,1.26337480624536
233,0.8,1.2,1.2,1,1.2,0,3.3,6.11996307341184,12.16,5.04714692438237e-07,3.16493835599034,0.773007755223667,0.112306101606392,0.268038781743672,1.82445321486054,1.26134535059656
234,0.8,1.2,1.2,1,1.2,0.1,3.32,6.10059065717891,12.18,5.44501025413729e-07,3.15032647681545,0.761965647354953,0.114995970475462,0.285370645308708,1.82462765741451,1.25776981393205
235,0.8,1.2,1.2,1.2,0.8,-0.1,3.3,4.55797780764341,11.48,4.68306493381576e-08,3.23956211593991,0.660844538800025,0.105559747583586,0.267976612211722,1.7976431061198,1.20878619630866
236,0.8,1.2,1.2,1.2,0.8,0,3.32,4.55544709365126,11.48,4.43537589841437e-08,3.22429343441746,0.654727062316927,0.106679585412647,0.276065610695978,1.7979020966258,1.20639724882446
237,0.8,1.2,1.2,1.2,0.8,0.1,3.32,4.55286067550229,11.5,4.2174382485866e-08,3.2092387639873,0.648907756990576,0.107776217614764,0.285292842381342,1.7981583771892,1.20243469328704
238,0.8,1.2,1.2,1.2,1,-0.1,3.28,4.60441199035032,11.48,5.20849876927516e-08,3.28370238048535,0.671080106492171,0.108532595356805,0.270614675533063,1.79879953091825,1.22704601123797
239,0.8,1.2,1.2,1.2,1,0,3.3,4.6011953597353,11.5,4.91954664868607e-08,3.2678840815271,0.662392974444054,0.11039436186281,0.282528229878184,1.79912079512622,1.2250996453441
240,0.8,1.2,1.2,1.2,1,0.1,3.3,4.59778164496226,11.5,4.67732387358798e-08,3.25216348721701,0.6540771913592,0.112281921209968,0.296331555255485,1.79944279558334,1.22163643159898
241,0.8,1.2,1.2,1.2,1.2,-0.1,3.26,4.65175223495047,11.48,5.71905635535069e-08,3.32415494504111,0.682915129034356,0.111737171877595,0.271162619836041,1.79998336451853,1.24102419073125
242,0.8,1.2,1.2,1.2,1.2,0,3.28,4.64806982102839,11.5,5.39515025686778e-08,3.31034817592689,0.671680158900576,0.114783843000894,0.287367107065589,1.80030348129582,1.23939209020562
243,0.8,1.2,1.2,1.2,1.2,0.1,3.3,4.64411014476292,11.52,5.13880375162345e-08,3.29651817394827,0.660828765522606,0.118021671896179,0.306158341580898,1.80063930421473,1.23632572316389
244,1,0.8,0.8,0.8,0.8,-0.1,3.28,4.81384718187356,11.64,6.77923828065416e-08,3.28940335129617,0.690010980221896,0.106953556491437,0.257673543838308,1.80210950858129,1.24100136894293
245,1,0.8,0.8,0.8,0.8,0,3.3,4.80887438470105,11.66,7.26497752146702e-08,3.27782973753214,0.679784013051783,0.109465069205743,0.258771550278458,1.80255581872761,1.23936331838432
246,1,0.8,0.8,0.8,0.8,0.1,3.34,4.80369334244787,11.68,7.84034113556564e-08,3.26615433356869,0.669866351826279,0.111986355339009,0.266832974499934,1.80297622436255,1.2362982747
247,1,0.8,0.8,0.8,1,-0.1,3.26,4.89207844657757,11.66,7.54937127108663e-08,3.33791439533552,0.707462913144369,0.109515405493844,0.258926246837345,1.80422584689778,1.26097167216801
248,1,0.8,0.8,0.8,1,0,3.28,4.88373761458652,11.68,8.17483005266791e-08,3.33090184370172,0.694199213053302,0.113556385037861,0.260638771582485,1.80496892940806,1.25901546395338
249,1,0.8,0.8,0.8,1,0.1,3.32,4.87553808948848,11.7,8.94060409290945e-08,3.32365904978431,0.681214036268229,0.11775372378407,0.277646858450624,1.80561567125133,1.25535128549137
250,1,0.8,0.8,0.8,1.2,-0.1,3.24,4.97577099671731,11.66,8.23582863868183e-08,3.3803343808907,0.725876604367583,0.111659716149824,0.260301592682374,1.80656530253822,1.27649106223289
251,1,0.8,0.8,0.8,1.2,0,3.28,4.95948424267505,11.68,8.99889141508515e-08,3.38047044878335,0.710190253996845,0.117626787551701,0.262966775354517,1.80810497922529,1.27486218414773
252,1,0.8,0.8,0.8,1.2,0.1,3.3,4.94409693693558,11.72,9.96387027419157e-08,3.38017444323606,0.694725047289002,0.12400393869847,0.28704679732821,1.80951777266093,1.27164937516771
253,1,0.8,0.8,1,0.8,-0.1,3.3,3.40761411595327,10.78,4.36083711862162e-07,3.44620918675708,0.579577731297673,0.108216759707488,0.251909822512225,1.77837701752616,1.2162566812404
254,1,0.8,0.8,1,0.8,0,3.32,3.41223283441685,10.8,4.17414334555451e-07,3.43516735280891,0.569880633225212,0.111113186363365,0.267782760670975,1.77884506831072,1.21422403399656
255,1,0.8,0.8,1,0.8,0.1,3.34,3.41661605562713,10.82,3.98868170346822e-07,3.42396064045865,0.560511015469473,0.114034587229432,0.287090661464728,1.77929432716856,1.21042586660576
256,1,0.8,0.8,1,1,-0.1,3.28,3.45278078798094,10.78,4.38416171637813e-07,3.49810989775124,0.596433180003452,0.111172300195136,0.253114764562563,1.77996841163461,1.23569065504945
257,1,0.8,0.8,1,1,0,3.3,3.45805013038625,10.8,4.15541158007744e-07,3.49274675382105,0.584101500562245,0.11580771468115,0.271813947292089,1.7806338047411,1.23406254490569
258,1,0.8,0.8,1,1,0.1,3.32,3.46342959090242,10.84,3.92866188544921e-07,3.48669278287783,0.572114630418756,0.120625932155681,0.299110798031701,1.7812164012466,1.23082355727186
259,1,0.8,0.8,1,1.2,-0.1,3.26,3.4972479690482,10.8,4.41009937834707e-07,3.54350730521245,0.613978201047027,0.113650492964587,0.254515500502017,1.78208187513148,1.25075925304671
260,1,0.8,0.8,1,1.2,0,3.3,3.50072888316007,10.82,4.14099488903949e-07,3.54617440452013,0.59976236061371,0.120469069033839,0.274035089617069,1.78333942243581,1.24873832184017
261,1,0.8,0.8,1,1.2,0.1,3.32,3.50612436438041,10.84,3.87487220155133e-07,3.54765102239911,0.585811676138967,0.127734124352139,0.309540574067057,1.78445782473819,1.24581769104308
262,1,0.8,0.8,1.2,0.8,-0.1,3.34,2.56472954997704,9.9,1.34039814039061e-06,3.55914747424193,0.500862986721276,0.111509188763511,0.263274043905205,1.76372155004629,1.19171965827535
263,1,0.8,0.8,1.2,0.8,0,3.34,2.57178192864023,9.92,1.31867244722941e-06,3.54850257726448,0.491714742189235,0.114472164127755,0.281363529166041,1.76412040373768,1.18929830837695
264,1,0.8,0.8,1.2,0.8,0.1,3.38,2.57871336755934,9.94,1.29690897225914e-06,3.53760768048316,0.482914394565269,0.121250039941927,0.301848854561234,1.76451424496639,1.18478009509318
265,1,0.8,0.8,1.2,1,-0.1,3.32,2.59249804263161,9.92,1.33340527427075e-06,3.61288987498266,0.516977250773738,0.112489346358805,0.260171666143913,1.76488359884268,1.2148430585912
266,1,0.8,0.8,1.2,1,0,3.34,2.60185383196221,9.94,1.30653851502938e-06,3.60875623937069,0.50555942608018,0.117463355208852,0.285814977757491,1.76536205865395,1.21290103932267
267,1,0.8,0.8,1.2,1,0.1,3.36,2.61104946398812,9.98,1.279617575039e-06,3.60335537626954,0.494481783621132,0.123723003788987,0.314684817498503,1.76580244018467,1.20904148097054
268,1,0.8,0.8,1.2,1.2,-0.1,3.32,2.61727875930136,9.94,1.32682755800208e-06,3.66041645092409,0.533656274582369,0.115269781766296,0.254676883699707,1.76671368918373,1.23188357091202
269,1,0.8,0.8,1.2,1.2,0,3.34,2.62934242019913,9.98,1.29493462544757e-06,3.66487852141467,0.520736691565356,0.12257093223822,0.288327663504127,1.76747621836351,1.23026920163404
270,1,0.8,0.8,1.2,1.2,0.1,3.34,2.64195796749906,10,1.26297045960014e-06,3.66705521499903,0.508042003710815,0.130342461737397,0.32582527079728,1.76813511063345,1.2269065305208
271,1,0.8,1,0.8,0.8,-0.1,3.28,5.10727489038689,11.72,1.05364378626697e-07,3.21278319455007,0.706165713799539,0.110364051317812,0.260299963381537,1.80715594905558,1.24098072327865
272,1,0.8,1,0.8,0.8,0,3.3,5.09646821247964,11.74,1.10813584795792e-07,3.19950345416174,0.698055269532265,0.112129121700633,0.261314164509899,1.8074070446243,1.23938460403835
273,1,0.8,1,0.8,0.8,0.1,3.3,5.08559023260354,11.74,1.16833621016343e-07,3.18643576047712,0.69029973581024,0.113886210125146,0.262418890252004,1.80764987954927,1.23637846289062
274,1,0.8,1,0.8,1,-0.1,3.26,5.17626838514088,11.7,1.06843320650804e-07,3.25997139156154,0.720502327463251,0.11295847197749,0.261575590200073,1.8090310641172,1.26094756596768
275,1,0.8,1,0.8,1,0,3.28,5.16216216829458,11.72,1.13354401118349e-07,3.24922640001625,0.709378521475016,0.115901742195462,0.263072458653506,1.80934772395233,1.25904018364406
276,1,0.8,1,0.8,1,0.1,3.3,5.1480239447004,11.74,1.20750763537042e-07,3.23842866505277,0.698677811726498,0.118940300616224,0.26473974620101,1.80963466722882,1.25544500317835
277,1,0.8,1,0.8,1.2,-0.1,3.24,5.24720307525504,11.7,1.07965307432733e-07,3.30383877283853,0.736315418197903,0.115390468388837,0.263146770397338,1.81119532146102,1.27647035435665
278,1,0.8,1,0.8,1.2,0,3.24,5.22898650922193,11.72,1.15373309091283e-07,3.29850067643233,0.722562360232727,0.119938434184293,0.26539113311266,1.81164116637005,1.27487728411523
279,1,0.8,1,0.8,1.2,0.1,3.28,5.2112039522514,11.76,1.24043393014093e-07,3.29289418658587,0.709201922619298,0.124799311161399,0.267980149334685,1.81195460542574,1.27171538292146
280,1,0.8,1,1,0.8,-0.1,3.3,3.60059532727273,10.86,3.83898857932967e-07,3.37330198878387,0.591697953661643,0.111573232671354,0.254674479792692,1.78147388751512,1.21623105487002
281,1,0.8,1,1,0.8,0,3.3,3.60068509603674,10.88,3.70597170769143e-07,3.36015495349993,0.583811862905299,0.11374732239434,0.25570627934785,1.78180596087643,1.2142505588642
282,1,0.8,1,1,0.8,0.1,3.32,3.60056248494966,10.9,3.57344163584995e-07,3.34719695218803,0.57634475657198,0.115922709650688,0.256842574945855,1.78213327507335,1.21052563185825
283,1,0.8,1,1,1,-0.1,3.26,3.63895293458102,10.86,3.92789890218667e-07,3.4253338313434,0.605752937771095,0.114485535702233,0.255880283168008,1.7826611982799,1.23566944102878
284,1,0.8,1,1,1,0,3.28,3.63918855345237,10.88,3.76377598312488e-07,3.41590387794086,0.595125345426875,0.11807077320116,0.25742277816877,1.78306648423002,1.23407708287798
285,1,0.8,1,1,1,0.1,3.3,3.63912102313564,10.9,3.60044064891609e-07,3.40616794481639,0.58495370498953,0.121779046947494,0.259170077355534,1.78345567184606,1.23088867206635
286,1,0.8,1,1,1.2,-0.1,3.24,3.67759483442829,10.86,4.01722109097214e-07,3.47304427238482,0.621204993382248,0.117183060982008,0.257376038177511,1.78412445169208,1.25073353530943
287,1,0.8,1,1,1.2,0,3.28,3.67812741578711,10.88,3.8227625502473e-07,3.47035619289402,0.608424318295055,0.122662948765761,0.259695420148508,1.78457980680503,1.2487571390216
288,1,0.8,1,1,1.2,0.1,3.28,3.67853500201542,10.9,3.62947376982599e-07,3.46648136579387,0.596027007767862,0.128484922279392,0.262403377256714,1.78493193901574,1.24586348494061
289,1,0.8,1,1.2,0.8,-0.1,3.32,2.6948099476436,10.02,1.24536292796688e-06,3.49056687230623,0.510294158889802,0.112400324603331,0.250706537295347,1.76561308870941,1.19168912273835
290,1,0.8,1,1.2,0.8,0,3.32,2.6984058425477,10.04,1.22959026946131e-06,3.47766985623445,0.502714849420222,0.114855501229619,0.251712994653101,1.76592781116367,1.18933003979053
291,1,0.8,1,1.2,0.8,0.1,3.36,2.7018145119293,10.06,1.21377453988423e-06,3.4649058761855,0.495555203957328,0.117330578086956,0.252835593767176,1.76624212334621,1.18489925110027
292,1,0.8,1,1.2,1,-0.1,3.3,2.71735724639816,10.04,1.24839194671083e-06,3.54558757725977,0.523982950918143,0.115587816981419,0.251839794284552,1.76636484652997,1.21481773185702
293,1,0.8,1,1.2,1,0,3.32,2.72213071096622,10.06,1.22885045653963e-06,3.53710499771094,0.513931072458302,0.11960666512534,0.253356498655499,1.76674511078378,1.21291844151451
294,1,0.8,1,1.2,1,0.1,3.34,2.72657406657879,10.08,1.20924376499745e-06,3.52824369077568,0.504331264334471,0.123779165827214,0.255105154682546,1.76712570903255,1.20911931859733
295,1,0.8,1,1.2,1.2,-0.1,3.28,2.73996064229471,10.04,1.25160388710589e-06,3.59600188621027,0.53891388016291,0.11852546657075,0.253293792321237,1.76727690915708,1.23186300599982
296,1,0.8,1,1.2,1.2,0,3.3,2.74648127879193,10.06,1.22836136992404e-06,3.59491355818626,0.527096948787346,0.124629870813896,0.255565554519139,1.76762222123445,1.23027975235543
297,1,0.8,1,1.2,1.2,0.1,3.32,2.75252553196959,10.08,1.20502796998244e-06,3.59227101641414,0.515658778413287,0.131107606136131,0.258253267646803,1.76793397050899,1.22696130460476
298,1,0.8,1.2,0.8,0.8,-0.1,3.3,5.3297186420739,11.76,1.31874239875879e-07,3.15878605001584,0.720558871652209,0.112904772966976,0.262092139705337,1.81098035912129,1.24096042964424
299,1,0.8,1.2,0.8,0.8,0,3.3,5.31481046561004,11.78,1.3710712379887e-07,3.14525009096939,0.71404104728556,0.114162305203603,0.263070201607792,1.81112939182727,1.23940565951848
300,1,0.8,1.2,0.8,0.8,0.1,3.3,5.29998145896341,11.78,1.42715985861588e-07,3.13215976360706,0.707842742922439,0.115404962477634,0.264130639955971,1.81127383078755,1.23645754507251
301,1,0.8,1.2,0.8,1,-0.1,3.26,5.3932439023923,11.76,1.28282724133747e-07,3.20253586268793,0.732710171013428,0.115416092906661,0.26331213511593,1.81267749880764,1.26092386395747
302,1,0.8,1.2,0.8,1,0,3.28,5.37411859863428,11.76,1.34332201158707e-07,3.18958761717383,0.72349509789628,0.117548166962016,0.26471778946634,1.81285992845195,1.259064646868
303,1,0.8,1.2,0.8,1,0.1,3.3,5.35503449087282,11.78,1.40960590024568e-07,3.17711392955701,0.714746749488382,0.119738936024005,0.266268172202532,1.81303396165081,1.25553746641686
304,1,0.8,1.2,0.8,1.2,-0.1,3.24,5.45899717306652,11.74,1.24908640651303e-07,3.24541939570922,0.746420111412767,0.117991541352747,0.26481151299778,1.81448678611479,1.27644991708512
305,1,0.8,1.2,0.8,1.2,0,3.24,5.435476693591,11.76,1.31562373767143e-07,3.23636781794454,0.734521126807643,0.121452106098244,0.266809467340561,1.81465984409086,1.27489225419201
306,1,0.8,1.2,0.8,1.2,0.1,3.28,5.41210083050512,11.78,1.39035486150854e-07,3.2273541464336,0.723148648949852,0.125160476329211,0.269081660699058,1.81480041064436,1.27178065217553
307,1,0.8,1.2,1,0.8,-0.1,3.3,3.74911208378494,10.92,3.49035344555956e-07,3.31985808170217,0.602952908997874,0.114295240541972,0.256593286964632,1.78389372951334,1.21620586690051
308,1,0.8,1.2,1,0.8,0,3.3,3.74568882822753,10.94,3.3927192269751e-07,3.30601850388183,0.596559773973176,0.115933223732352,0.257574057763248,1.78414209056459,1.21427679662935
309,1,0.8,1.2,1,0.8,0.1,3.3,3.74208085397369,10.94,3.29516021260608e-07,3.29274425635405,0.590592184389095,0.117562780464147,0.25864960834289,1.78438744919083,1.21062401897262
310,1,0.8,1.2,1,1,-0.1,3.26,3.78206120990244,10.92,3.61938991662505e-07,3.36982836665827,0.614821945582245,0.117106260445645,0.257730918805496,1.78490136077674,1.23564849579307
311,1,0.8,1.2,1,1,0,3.26,3.77778486196855,10.92,3.49828877046208e-07,3.35790108568905,0.605793947765799,0.119857079588225,0.259160360482016,1.78521474774204,1.23409149574898
312,1,0.8,1.2,1,1,0.1,3.3,3.7733069750395,10.94,3.37731568933336e-07,3.34605753919176,0.59729967065223,0.122694288501647,0.260764552544674,1.78552464162748,1.23095306499
313,1,0.8,1.2,1,1.2,-0.1,3.24,3.81605997928698,10.9,3.74837020319209e-07,3.41776942122063,0.628354853913008,0.119936289887208,0.259181586041209,1.7859603678412,1.25070815463061
314,1,0.8,1.2,1,1.2,0,3.24,3.81116479484039,10.92,3.60413155540174e-07,3.41097969210265,0.617006128365933,0.124319927767523,0.261267153884159,1.78629246228068,1.24877579418318
315,1,0.8,1.2,1,1.2,0.1,3.28,3.80588914180455,10.94,3.46009135832075e-07,3.40370896645608,0.606187438236505,0.128982623996289,0.263699567747481,1.78661499200753,1.24590885482578
316,1,0.8,1.2,1.2,0.8,-0.1,3.32,2.79512543514907,10.12,1.17747938251178e-06,3.43917275231286,0.519328008160878,0.115156177302402,0.252689564574697,1.76713133739355,1.19165911132321
317,1,0.8,1.2,1.2,0.8,0,3.32,2.79602084705193,10.12,1.16591339719039e-06,3.42530087378418,0.513114582427885,0.117086027470029,0.253639794640924,1.76738187889827,1.1893614274178
318,1,0.8,1.2,1.2,0.8,0.1,3.32,2.79673885792813,10.14,1.15430335800611e-06,3.41184351638404,0.507336406044096,0.119016135011132,0.254694072024293,1.76763112235645,1.18501675857725
319,1,0.8,1.2,1.2,1,-0.1,3.28,2.81276983343289,10.12,1.18743533606732e-06,3.49290993434952,0.53092213137978,0.11821154789663,0.253735874669249,1.7677434452645,1.21479272674674
320,1,0.8,1.2,1.2,1,0,3.3,2.81402832465324,10.12,1.17308917541971e-06,3.4818289935374,0.522204882247922,0.121427638420514,0.255137866588374,1.76806273675496,1.21293569384282
321,1,0.8,1.2,1.2,1,0.1,3.32,2.81503288569529,10.14,1.15867533733931e-06,3.47069868039012,0.514045866258402,0.124751890478638,0.256738815739908,1.76838216199674,1.20919629221153
322,1,0.8,1.2,1.2,1.2,-0.1,3.26,2.83094724635628,10.1,1.19745786976428e-06,3.54425268624436,0.544170949208705,0.121257465913762,0.255116614312485,1.76834802003046,1.23184264970915
323,1,0.8,1.2,1.2,1.2,0,3.28,2.83271993531649,10.12,1.18037454761196e-06,3.53938725554218,0.533495909022177,0.126321993918471,0.25719504531335,1.7687088443999,1.23029022770241
