caseID,plantCaseID,aileronTau_s,isDynamicStable,neutralHeadingPoleMagnitude,minimumDynamicDecayRate_per_s,minimumOscillatoryDampingRatio,balancedDiskMargin,balancedDiskPhaseMargin_deg,balancedDiskGainMargin_dB,diskMarginCriticalFrequency_radps
566,189,0.05,1,0,0.514564764856081,0.37693634776091,1.40958102888604,70.3516363393957,15.2308142462953,2.10862814993329
567,189,0.075,1,0,0.520283675284523,0.370448702797168,1.33561245638885,67.4704919090277,14.0150821114649,2.12813904598271
568,190,0.035,1,0,0.395151903382747,0.682895843721812,1.40637602301391,70.2288540379792,15.1756230602814,0.452897579903621
569,190,0.05,1,0,0.397393236854856,0.679584918198781,1.39970674169423,69.9727627993247,15.0615598100109,0.461317574560379
570,190,0.075,1,0,0.40125732588913,0.673612110489772,1.38819913755853,69.5289964189289,14.8671768542018,0.469894108605215
571,191,0.035,1,0,0.393588699096377,0.676876461108418,1.41300193409577,70.4824853561344,15.2899972818112,0.448745389933132
572,191,0.05,1,0,0.395798406520591,0.673701501037983,1.40649558824443,70.2334378535755,15.1776775846696,0.452897579903621
573,191,0.075,1,0,0.399606974871706,0.667964675847979,1.39525730026405,69.8014635407742,14.9860411456229,0.465586093522959
574,192,0.035,1,0,0.392052770485516,0.666428023380464,1.41948345917865,70.729824665546,15.402918171335,0.444631267469109
575,192,0.05,1,0,0.39423160259107,0.663420810015757,1.41311196129297,70.4866903772692,15.2919055299547,0.448745389933132
576,192,0.075,1,0,0.397985972609299,0.657976736096759,1.40214330076192,70.0664164185437,15.1031100480187,0.457088189614875
577,193,0.035,1,0,0.394980932960631,0.561158105196183,1.39611998335118,69.8347039861901,15.0006473383251,0.461317574560379
578,193,0.05,1,0,0.397240183205043,0.558266655943981,1.38928833074536,69.5711015206945,14.8854459587319,0.465586093522959
579,193,0.075,1,0,0.401136267094233,0.55320153770833,1.37752108996592,69.1150748434773,14.6894685535171,0.474241985260245
580,194,0.035,1,0,0.393020990622368,0.545207860376666,1.40454279454344,70.1585405996966,15.1441648531709,0.452897579903621
581,194,0.05,1,0,0.395240031334336,0.542458788948627,1.39792069353605,69.9040446368214,15.0311907526989,0.457088189614875
582,194,0.075,1,0,0.399065476340286,0.537624071619552,1.3865022016752,69.4633548991061,14.838767075786,0.469894108605215
583,195,0.035,1,0,0.391104041666021,0.527446068825423,1.41273044473799,70.4721086388296,15.2852899938777,0.444631267469109
584,195,0.05,1,0,0.393284083624425,0.524814951998209,1.40630113030822,70.2259827178089,15.1743363310188,0.452897579903621
585,195,0.075,1,0,0.397041026276403,0.520164263166511,1.39519811230772,69.7991824486016,14.9850396550853,0.461317574560379
586,196,0.035,1,0,0.394807252256796,0.475094272932817,1.3858304791408,69.4373566588105,14.8275390018072,0.465586093522959
587,196,0.05,1,0,0.397084910643321,0.472537322308438,1.37885155786324,69.1667616099865,14.711474242473,0.469894108605215
588,196,0.075,1,0,0.401013901308894,0.468123532670808,1.36680659171561,68.6976598015468,14.513635673994,0.483058802039773
589,197,0.035,1,0,0.392447867234875,0.455507489411534,1.39612279896303,69.8348124538144,15.0006950378695,0.457088189614875
590,197,0.05,1,0,0.394676421814358,0.453022998752166,1.3893855368486,69.5748581871259,14.8870777005154,0.461317574560379
591,197,0.075,1,0,0.398519085161404,0.448708554060943,1.37778537461828,69.1253444799155,14.6938367156365,0.469894108605215
592,198,0.035,1,0,0.390150966772805,0.435513083924147,1.40604874453935,70.2163057253606,15.1700010855343,0.448745389933132
593,198,0.05,1,0,0.392332218854074,0.433073727585424,1.39953880246199,69.966303796268,15.0587010906485,0.452897579903621
594,198,0.075,1,0,0.396091739268766,0.428808584651121,1.38833687897881,69.5343222961013,14.8694857264729,0.461317574560379
595,199,0.035,1,0,0.460143375831677,0.669912257677513,1.49042076698495,73.3877232191113,16.7133212622859,0.483058802039773
596,199,0.05,1,0,0.463090871602802,0.665869069861122,1.4838247941296,73.1443556452082,16.5851833202345,0.492039535681451
597,199,0.075,1,0,0.468188094548344,0.658488426914538,1.47230488640694,72.7174665953831,16.3646955764089,0.505824662003114
598,200,0.035,1,0,0.458219141925961,0.665147736206422,1.49696104947632,73.6282778067389,16.8417836205261,0.474241985260245
599,200,0.05,1,0,0.461134547402788,0.661297804813373,1.49055979032796,73.3928444100553,16.7160372207302,0.483058802039773
600,200,0.075,1,0,0.466176156840353,0.654255099504404,1.47941193815115,72.9811077518794,16.5002328921986,0.496592321450336
601,201,0.035,1,0,0.456319105786521,0.6561638001199,1.50331011645629,73.8610785452494,16.9678653742171,0.469894108605215
602,201,0.05,1,0,0.459202501885056,0.652542890342123,1.49708725422032,73.632912259537,16.8442765168498,0.474241985260245
603,201,0.075,1,0,0.464188558274683,0.645902236236316,1.48627785271002,73.2349544265765,16.6326741558416,0.487528490103386
604,202,0.035,1,0,0.460777369953622,0.548296732357639,1.48048156327409,73.0207087896332,16.5207674622505,0.487528490103386
605,202,0.05,1,0,0.463768558143149,0.544707313489277,1.47366680676326,72.7680573533243,16.3905479800428,0.496592321450336
606,202,0.075,1,0,0.468944107842843,0.538324165137405,1.46177577040507,72.3252338640985,16.1667137821201,0.510504999975406
607,203,0.035,1,0,0.45834839241701,0.534707044738139,1.4888636682498,73.3303411961423,16.6829449463578,0.478630092322638
608,203,0.05,1,0,0.461298113451659,0.531335879512345,1.48231515324003,73.0885472085004,16.5560523962618,0.487528490103386
609,203,0.075,1,0,0.466401699668768,0.525313584706704,1.47090648294613,72.6654863731512,16.3382094479135,0.501187233627272
610,204,0.035,1,0,0.455958189552647,0.519244656295826,1.49692316016105,73.6268863918897,16.8410353051934,0.469894108605215
611,204,0.05,1,0,0.458866619905166,0.516066381661842,1.49061608403723,73.3949179995576,16.7171371540453,0.478630092322638
612,204,0.075,1,0,0.463898424986668,0.510357563542811,1.47965011154761,72.989927466752,16.5048022166314,0.492039535681451
613,205,0.035,1,0,0.461447188781051,0.463374838711739,1.4704471545021,72.6484050493046,16.3295225929009,0.496592321450336
614,205,0.05,1,0,0.464484405262522,0.460181913939226,1.46342171921716,72.3866790016036,16.1974457290377,0.505824662003114
615,205,0.075,1,0,0.469742570712681,0.454576919461046,1.45113291866133,71.9267597434409,15.9698900356198,0.519995996533516
616,206,0.035,1,0,0.458502041345793,0.446510677697393,1.48076650338492,73.031254792969,16.5262437837021,0.483058802039773
617,206,0.05,1,0,0.461487748367606,0.443467284645069,1.47407238858162,72.7831169959985,16.3982578292684,0.492039535681451
618,206,0.075,1,0,0.466656393784855,0.438092291689097,1.46240538944415,72.3487439487352,16.1784601775658,0.505824662003114
619,207,0.035,1,0,0.455614231232475,0.429047671277769,1.49059418528344,73.3941113614377,16.7167092578616,0.474241985260245
620,207,0.05,1,0,0.458548761533717,0.426121201151009,1.48420391560817,73.1583646841429,16.5925104713658,0.478630092322638
621,207,0.075,1,0,0.463628287905712,0.420917058282423,1.47307881055094,72.7462193085798,16.3793794970619,0.492039535681451
622,208,0.035,1,0,0.513581934024831,0.660283478394087,1.55463402329477,75.7170615504515,18.0415571393834,0.501187233627272
623,208,0.05,1,0,0.517005016964896,0.655713179198874,1.54824685107338,75.4885864642771,17.902252750926,0.510504999975406
624,208,0.075,1,0,0.522924716059553,0.647289529311527,1.53699346123508,75.0843200581996,17.6609426520307,0.529663443891658
625,209,0.035,1,0,0.511579471046899,0.656541757328121,1.56094045527061,75.9419558011393,18.1808257777924,0.492039535681451
626,209,0.05,1,0,0.514981755939884,0.652214424606184,1.55478649437157,75.7225069488664,18.0449038246532,0.501187233627272
627,209,0.075,1,0,0.520866920237953,0.644218984902967,1.54398147858801,75.3356162395075,17.8101792285291,0.519995996533516
628,210,0.035,1,0,0.509586822822346,0.648778858796276,1.56701820952916,76.158045196318,18.3167138880749,0.483058802039773
629,210,0.05,1,0,0.512967414281844,0.644733263685452,1.56107557721977,75.9467668764094,18.1838288837917,0.492039535681451
630,210,0.075,1,0,0.518816347657861,0.637235731071626,1.5506741940596,75.5754980424745,17.9549892357216,0.510504999975406
631,211,0.035,1,0,0.515049661781439,0.538914499931736,1.54515881044746,75.3778707642441,17.8355181623497,0.510504999975406
632,211,0.05,1,0,0.518540769935071,0.534818612661073,1.53851942144185,75.139267597772,17.6933631034756,0.519995996533516
633,211,0.075,1,0,0.524582016496687,0.527450955468939,1.52679420010462,74.7160183466483,17.4466011790016,0.539510622515128
634,212,0.035,1,0,0.512511116183611,0.527373858992475,1.55330625506714,75.669624223372,18.0124553866334,0.501187233627272
635,212,0.05,1,0,0.515974896407408,0.523563099100148,1.54698112131961,75.4432261909312,17.8748515238737,0.510504999975406
636,212,0.075,1,0,0.521970677570808,0.51667207383515,1.53585257937822,75.043212137513,17.6367641664318,0.524807460249773
637,213,0.035,1,0,0.50998867729526,0.513932405229302,1.56105483122733,75.9460282268912,18.18336774827,0.487528490103386
638,213,0.05,1,0,0.513423714599539,0.510382748022698,1.55500891108894,75.7304496857155,18.0497875900061,0.496592321450336
639,213,0.075,1,0,0.519371337539145,0.503924539711917,1.54441747748906,75.3512670772319,17.819556289651,0.510504999975406
640,214,0.035,1,0,0.516599807478344,0.455191262700913,1.53554329040422,75.0320640237454,17.630218362687,0.519995996533516
641,214,0.05,1,0,0.520163194073173,0.451542861620709,1.52697224654435,74.7224632745075,17.450308397368,2.14783047413053
642,214,0.075,1,0,0.52633372584146,0.445057673875196,1.45036685469978,71.897999994372,15.9558471695562,2.16770410481969
643,215,0.035,1,0,0.513507866048202,0.440735848936495,1.5456344240661,75.3949337471024,17.8457706941757,0.505824662003114
644,215,0.05,1,0,0.51703673319972,0.437307779784734,1.53913574659381,75.1614490573865,17.7064839398701,0.515228644581756
645,215,0.075,1,0,0.523149725690203,0.431173414820532,1.47213400552071,72.7111166224266,16.3614558581794,2.29086765276777
646,216,0.035,1,0,0.510440317806035,0.425530319205099,1.55513410976419,75.7349202866404,18.0525376076365,0.492039535681451
647,216,0.05,1,0,0.513932602709517,0.422287802043715,1.54898794510847,75.5151323399453,17.9183274817647,0.501187233627272
648,216,0.075,1,0,0.519984110611956,0.416442172483608,1.49008408877586,73.3753196193984,16.7067465414604,2.39883291901949
649,217,0.035,1,0,0.387669454988425,0.745496759413868,1.38696147434185,69.4811258081409,14.8464497724407,0.452897579903621
650,217,0.05,1,0,0.389875866211536,0.742942862154631,1.38022281081624,69.2199991993406,14.734194802706,0.457088189614875
651,217,0.075,1,0,0.393681396823961,0.738333063317589,1.36863098746318,68.7688819622219,14.5434035267579,0.465586093522959
652,218,0.035,1,0,0.386424690273296,0.728167216434619,1.39268233333136,69.7021662348521,14.9425456502198,0.448745389933132
653,218,0.05,1,0,0.388603413298386,0.725859563722119,1.38606277298439,69.4463482469984,14.8314207358187,0.452897579903621
654,218,0.075,1,0,0.392360147705011,0.721690752326523,1.37468076992576,69.0046249511492,14.6426182451722,0.461317574560379
655,219,0.035,1,0,0.385199315655451,0.70762265317171,1.39830284485233,69.9187527476118,15.0376824185919,0.444631267469109
656,219,0.05,1,0,0.387350997407198,0.705499754336897,1.39179896785324,69.6680737681202,14.9276590171499,0.448745389933132
657,219,0.075,1,0,0.391060090239723,0.701653252868504,1.38062016742976,69.2354198154959,14.7407863527906,0.457088189614875
658,220,0.035,1,0,0.387770128465464,0.598107566135929,1.37707507026394,69.0977404271993,14.6821000590899,0.457088189614875
659,220,0.05,1,0,0.389996703261481,0.595909100147495,1.37019502566351,68.8298918926237,14.5689789356915,0.461317574560379
660,220,0.075,1,0,0.393838123547314,0.592084500926313,1.35835142076255,68.3667893577098,14.3765780430721,0.474241985260245
661,221,0.035,1,0,0.386206059470706,0.578107849449658,1.38434829101063,69.3799613605602,14.8027992307006,0.448745389933132
662,221,0.05,1,0,0.388397399914489,0.576006814571871,1.37761621216545,69.1187712707846,14.6910405824686,0.457088189614875
663,221,0.075,1,0,0.392176686754674,0.572326167089338,1.36603650061052,68.6675782203295,14.5010913416009,0.465586093522959
664,222,0.035,1,0,0.384672637494289,0.55757929063164,1.39144525914038,69.6544188308798,14.9217032297232,0.444631267469109
665,222,0.05,1,0,0.386829782938703,0.555539435579965,1.38487930349811,69.4005285233589,14.8116569554382,0.448745389933132
666,222,0.075,1,0,0.390548793515723,0.551934918381698,1.3735555404539,68.9608282782542,14.624105839632,0.461317574560379
667,223,0.035,1,0,0.387868736580892,0.507392092320344,1.36715393488709,68.7112243170711,14.5192977442168,0.461317574560379
668,223,0.05,1,0,0.390115978099139,0.505385703398021,1.36013218430255,68.4365829915591,14.4053219205382,0.465586093522959
669,223,0.075,1,0,0.393994220698931,0.50194984225132,1.34802021956554,67.9607368099725,14.2110788958357,0.478630092322638
670,224,0.035,1,0,0.385981923234747,0.485545952542856,1.37601428217859,69.0564987194503,14.6645925168736,0.452897579903621
671,224,0.05,1,0,0.388186102368074,0.48356204240367,1.36918201714614,68.790381578026,14.5524081729254,0.461317574560379
672,224,0.075,1,0,0.3919883581333,0.480130282323737,1.35740548739453,68.3296918009802,14.3613356661873,0.469894108605215
673,225,0.035,1,0,0.384139765248062,0.464265146030152,1.3846355570949,69.3910883781862,14.8075902886281,0.448745389933132
674,225,0.05,1,0,0.386302422246335,0.462278704228904,1.37797877506821,69.132858877595,14.6970342453035,0.452897579903621
675,225,0.075,1,0,0.390031446727964,0.458806297510312,1.366533286754,68.6869850980753,14.5091822794097,0.461317574560379
676,226,0.035,1,0,0.455030186795817,0.73286670464581,1.47190985348049,72.70278629568,16.3572075241521,0.478630092322638
677,226,0.05,1,0,0.458043021546956,0.729544208610575,1.46518323224959,72.4523849121777,16.2304237853772,0.487528490103386
678,226,0.075,1,0,0.463262075000745,0.723451099069265,1.45348812820192,72.015113990199,16.0131673379769,0.501187233627272
679,227,0.035,1,0,0.453374339178539,0.717662443483682,1.47758297475427,72.9133465799519,16.4652035824524,0.474241985260245
680,227,0.05,1,0,0.456354331430916,0.714683155502532,1.47102581401523,72.669923396816,16.3404672922196,0.483058802039773
681,227,0.075,1,0,0.461515945208915,0.709207043172021,1.4596262702225,72.2449180049706,16.1266991706569,0.496592321450336
682,228,0.035,1,0,0.451739565130137,0.699084456899508,1.48313083971833,73.1187065295947,16.5717833674222,0.469894108605215
683,228,0.05,1,0,0.454687039146136,0.696384599176912,1.476726004376,72.8815763424138,16.448826262875,0.474241985260245
684,228,0.075,1,0,0.459791735472373,0.691404327290285,1.46559227526166,72.4676346671388,16.2380947954905,0.487528490103386
685,229,0.035,1,0,0.45594876014889,0.587016868509857,1.46222907284729,72.3421609672026,16.1751695819063,0.487528490103386
686,229,0.05,1,0,0.459007974249769,0.584153695213378,1.45531104813229,72.0834318115292,16.0467716477186,0.496592321450336
687,229,0.075,1,0,0.464310151553803,0.579068561405716,1.44324984112205,71.6303105660596,15.8261637295859,0.510504999975406
688,230,0.035,1,0,0.453854721670304,0.569231228447864,1.46950065932371,72.6131953529445,16.3116425175251,0.478630092322638
689,230,0.05,1,0,0.456871621394284,0.5665514618004,1.46278732645778,72.3630021070188,16.1855913935294,0.487528490103386
690,230,0.075,1,0,0.462099713295881,0.561760779434669,1.45111377262488,71.9260410861277,15.9695388651901,0.501187233627272
691,231,0.035,1,0,0.451794406283341,0.550703117402455,1.47656081972554,72.8754509995301,16.445672085255,0.474241985260245
692,231,0.05,1,0,0.454769538832642,0.548161106334414,1.47003832723059,72.6331985931362,16.3217961890481,0.478630092322638
693,231,0.075,1,0,0.459924433502551,0.543580183504646,1.45871916004364,72.2109992474707,16.1098529072698,0.492039535681451
694,232,0.035,1,0,0.456904200873918,0.497101594646405,1.45245886790661,71.9765140899504,15.9942352716733,0.492039535681451
695,232,0.05,1,0,0.460012236709805,0.494490817991803,1.44532290065585,71.7083771347817,15.8637939018752,0.501187233627272
696,232,0.075,1,0,0.465402034323827,0.489920628355545,1.43289264092487,71.2391310045514,15.6398987743123,0.515228644581756
697,233,0.035,1,0,0.454360557120731,0.477647563298974,1.46139112138018,72.3108675320051,16.1595433432011,0.483058802039773
698,233,0.05,1,0,0.457416183022584,0.475136526350157,1.45452197493846,72.0538668778956,16.0322140045398,0.492039535681451
699,233,0.075,1,0,0.462714114128733,0.470701981038061,1.44257493590537,71.6048786390716,15.8139382006717,0.505824662003114
700,234,0.035,1,0,0.451866714183329,0.458502473584513,1.47000194010642,72.6318450190718,16.3211087555908,0.474241985260245
701,234,0.05,1,0,0.454870782852238,0.456056136308783,1.46337571317027,72.3849621982475,16.1965856566256,0.483058802039773
702,234,0.075,1,0,0.460078242017193,0.451694488560803,1.45187380615163,71.9545643516549,15.9834870747374,0.496592321450336
703,235,0.035,1,0,0.511282055932888,0.721918066672616,1.53721876054214,75.0924352980646,17.6657234966145,0.501187233627272
704,235,0.05,1,0,0.514863298080026,0.717944215977046,1.53067174965999,74.8562527705168,17.5276129213839,0.510504999975406
705,235,0.075,1,0,0.521068153785769,0.710571268755008,1.51918081443917,74.4399106498962,17.2891958569174,0.529663443891658
706,236,0.035,1,0,0.509462205845519,0.708658137486314,1.54273267752107,75.2907703730847,17.7833643305369,0.492039535681451
707,236,0.05,1,0,0.513018165674422,0.705113206730318,1.53637309440782,75.0619699929918,17.6477889264109,0.501187233627272
708,236,0.075,1,0,0.519180274918091,0.698513217056995,1.52522906699687,74.6593398124893,17.4140644041609,0.519995996533516
709,237,0.035,1,0,0.507654164549916,0.691939830143824,1.54807514009903,75.4824344443097,17.898531531153,0.487528490103386
710,237,0.05,1,0,0.511184299564704,0.688763859115335,1.54189792412904,75.2607783227102,17.765475621972,0.496592321450336
711,237,0.075,1,0,0.517302581797225,0.682825101127099,1.53108373113844,74.8711369685315,17.5362543051818,0.510504999975406
712,238,0.035,1,0,0.513032948374635,0.577911183848123,1.52792282361638,74.7568629140348,17.470121439666,0.510504999975406
713,238,0.05,1,0,0.516685062963508,0.574492774152289,1.52112842105211,74.5106391805597,17.329256046974,0.519995996533516
714,238,0.075,1,0,0.523016642382837,0.568327918396352,1.50917759828514,74.0755907919077,17.0856194409321,0.539510622515128
715,239,0.035,1,0,0.510723108993641,0.562227743068883,1.53502134651389,75.0132471288106,17.619180503253,0.501187233627272
716,239,0.05,1,0,0.514342342614658,0.559079580288201,1.52848362850336,74.7771500165701,17.4818266055638,0.510504999975406
717,239,0.075,1,0,0.520618269523423,0.553363332599802,1.51700864891819,74.3609488181731,17.2446816480948,0.524807460249773
718,240,0.035,1,0,0.508432359200025,0.545611158621688,1.54185832206735,75.2593551501244,17.764627657903,0.492039535681451
719,240,0.05,1,0,0.512017853171052,0.542680869851879,1.53555467933147,75.0324745595308,17.6304593312244,0.501187233627272
720,240,0.075,1,0,0.518236407719754,0.537317343433613,1.5245116853142,74.6333468003576,17.3991821267856,0.515228644581756
721,241,0.035,1,0,0.514868887511637,0.489046905477714,1.51847338777756,74.4142035830423,17.2746795312075,0.519995996533516
722,241,0.05,1,0,0.518596376738737,0.485943914387205,1.5114180154495,74.1573398526696,17.1309016749055,0.529663443891658
723,241,0.075,1,0,0.525062885894327,0.480423495766122,1.49898127102417,73.7024300801054,16.8817531393763,0.549540873857625
724,242,0.035,1,0,0.512052072911733,0.471874866722299,1.52725761870872,74.7327920262428,17.4562528340746,0.505824662003114
725,242,0.05,1,0,0.515738435400952,0.468953387849709,1.52053382561911,74.4890531192904,17.3170109530605,0.515228644581756
726,242,0.075,1,0,0.522135260909856,0.463710559946882,1.5087192274229,74.0588547534285,17.0763769884575,0.534564359396972
727,243,0.035,1,0,0.509263754714174,0.454769075545358,1.53564647485452,75.0357834232375,17.6324017413477,0.496592321450336
728,243,0.05,1,0,0.512907737100767,0.451985720637504,1.5292175459141,74.8036911695158,17.4971632250249,0.505824662003114
729,243,0.075,1,0,0.519232353204646,0.446943343555101,1.51794742518756,74.3950850331556,17.2638987565697,0.519995996533516
730,244,0.035,1,0,0.493367749834887,0.61149759936387,1.52359238485202,74.6000244864235,17.3801393573394,0.496592321450336
731,244,0.05,1,0,0.496719354503204,0.60830650686149,1.51698355687654,74.3600361980511,17.2441684467612,0.505824662003114
732,244,0.075,1,0,0.502529926571194,0.602389418367111,1.5053706080326,73.9364780160621,17.0090804265112,0.524807460249773
733,245,0.035,1,0,0.49094993666855,0.611083297052971,1.53178331867956,74.8964051105475,17.550943371383,0.487528490103386
734,245,0.05,1,0,0.494265701171619,0.608072086236104,1.52546131555362,74.6677529874313,17.4188866327836,0.496592321450336
735,245,0.075,1,0,0.500014663532231,0.60245203464192,1.51439639518229,74.2658796084227,17.1913768555821,0.510504999975406
736,246,0.035,1,0,0.488556033632726,0.607746011828134,1.53963142320199,75.1792835987781,17.7170473882992,0.478630092322638
737,246,0.05,1,0,0.491835294234514,0.604900703779058,1.53357031112527,74.9609100992496,17.5885510257882,0.487528490103386
738,246,0.075,1,0,0.497521313457569,0.599553920031548,1.52297834854271,74.5777589978537,17.3674376500377,0.501187233627272
739,247,0.035,1,0,0.495878299792569,0.518630453190269,1.5101812434481,74.1122230096966,17.1058825954917,0.510504999975406
740,247,0.05,1,0,0.499334659221063,0.515346590952662,1.50322837883545,73.8580859851595,16.9662334434626,0.519995996533516
741,247,0.075,1,0,0.505333163146736,0.509383283738139,1.48623491649534,73.2333695784439,16.6318412569352,1.99526231496888
742,248,0.035,1,0,0.492777552408013,0.509510545703953,1.52086700387315,74.5011495107824,17.3238708064999,0.496592321450336
743,248,0.05,1,0,0.496186022774755,0.506409805069704,1.51430904220422,74.2626984567361,17.1895986347009,0.505824662003114
744,248,0.075,1,0,0.50210203954769,0.500734659597228,1.50281104863105,73.842804950726,16.9579048359667,0.519995996533516
745,249,0.035,1,0,0.489716533700033,0.497797048979007,1.5309623997818,74.8667537781142,17.5337086749735,0.483058802039773
746,249,0.05,1,0,0.493076088033593,0.494857683581734,1.52474512501953,74.6418060475945,17.4040227632491,0.492039535681451
747,249,0.075,1,0,0.498907527490672,0.489433036487018,1.51388105725915,74.2471105065545,17.1808902423494,0.505824662003114
748,250,0.035,1,0,0.49855525750887,0.444891310139803,1.49653885191511,73.6127719548707,16.8334479289459,0.524807460249773
749,250,0.05,1,0,0.50212624400481,0.441837639259413,1.45610369151681,72.113119340668,16.0614130539695,1.92309172891016
750,250,0.075,1,0,0.508330867313948,0.436352798544322,1.38877858612407,69.551398922283,14.8768926590704,1.94088587759278
751,251,0.035,1,0,0.494730955699816,0.430614311448984,1.50990833495677,74.1022638256259,17.1003691597449,0.505824662003114
752,251,0.05,1,0,0.498240253900161,0.42769451688946,1.46949322278698,72.6129186502146,16.3115021422486,2.05116217882557
753,251,0.075,1,0,0.504338389972473,0.422402727097546,1.39830075017654,69.9186721356313,15.037646826751,2.07014134879104
754,252,0.035,1,0,0.490967756531134,0.415083492001527,1.52235684022011,74.5552158560758,17.3545957667766,0.487528490103386
755,252,0.05,1,0,0.494413913724107,0.412265103078971,1.4768208175136,72.8850919650842,16.4506370884715,2.14783047413053
756,252,0.075,1,0,0.500402558242848,0.407110908928023,1.40223872699177,70.0700821190174,15.1047401731121,2.16770410481969
757,253,0.035,1,0,0.561029989009181,0.61189052585706,1.59845974562016,77.2657852677098,19.0477511800859,0.519995996533516
758,253,0.05,1,0,0.565028420751791,0.608618556865357,1.59220224928002,77.046672177831,18.898319088886,0.534564359396972
759,253,0.075,1,0,0.571971379467836,0.602451255221606,1.58041303654635,76.6320409727763,18.6222228706869,2.14783047413053
760,254,0.035,1,0,0.558674243028143,0.613015525232214,1.60617750257351,77.5351115811119,19.2349315547971,0.510504999975406
761,254,0.05,1,0,0.562659830011398,0.609992035697757,1.59849014307963,77.2668480373099,19.0484821179378,14.3218789927354
762,254,0.075,1,0,0.569583385283718,0.604250621181499,1.5713961519602,76.313304680686,18.4156392099772,11.2719745617551
763,255,0.035,1,0,0.556308582887428,0.61116037553358,1.61259024848007,77.7581263864767,19.3929631422997,17.0608238900312
764,255,0.05,1,0,0.560279155773578,0.608366330616981,1.58753255327914,76.8827217508356,18.7881234450153,14.3218789927354
765,255,0.075,1,0,0.567179374955115,0.60301782753052,1.5592583704195,75.8820380454368,18.1435088396525,11.2719745617551
766,256,0.035,1,0,0.565412131286233,0.517212811070092,1.58596201457935,76.8274971676965,18.7513099614674,0.534564359396972
767,256,0.05,1,0,0.56956603141366,0.513766775561107,1.54036321144591,75.2056056732269,17.732660753227,2.07014134879104
768,256,0.075,1,0,0.57678678879712,0.507412692869202,1.46119595999361,72.3035774042923,16.1559068935191,2.12813904598271
769,257,0.035,1,0,0.56238125017161,0.510664286563343,1.59614264153268,77.1847272492433,18.9921781884574,0.519995996533516
770,257,0.05,1,0,0.566518041798432,0.507489197526292,1.56469251566725,76.0754323937224,18.264518803204,2.2080047330189
771,257,0.075,1,0,0.573713134820126,0.501578285575998,1.48022708074586,73.0112888460793,16.5158786709602,2.26986485188382
772,258,0.035,1,0,0.559333830725937,0.501425817883637,1.60562227390314,77.5157696305308,19.2213569865995,0.501187233627272
773,258,0.05,1,0,0.563449822510348,0.498496096309735,1.58503675620919,76.7949426942244,18.7296796560588,2.333458062281
774,258,0.075,1,0,0.570612531262708,0.492984777586259,1.49554365406527,73.5762093627463,16.8138228092181,2.39883291901949
775,259,0.035,1,0,0.570135827889135,0.443911703626244,1.47800005241445,72.9288040836484,16.4731824963448,1.99526231496888
776,259,0.05,1,0,0.574461538748951,0.440702866831929,1.4328246013306,71.2365548752909,15.6386845784142,2.01372424986239
777,259,0.075,1,0,0.581989670435253,0.43484743302505,1.35978222988774,68.4228717566171,14.3996680868884,2.05116217882557
778,260,0.035,1,0,0.566384810832776,0.432923519080014,1.49221195149817,73.4536788175215,16.748362387418,2.12813904598271
779,260,0.05,1,0,0.570688666077575,0.429943947460731,1.44418864863163,71.6656733752674,15.8431903780334,2.14783047413053
780,260,0.075,1,0,0.578184328815606,0.424444661670921,1.36695958974891,68.7036349820506,14.516129396926,2.16770410481969
781,261,0.035,1,0,0.562608178793089,0.420400899322135,1.50099222811466,73.7761709374628,16.9216767399796,2.2284351492703
782,261,0.05,1,0,0.566884343767347,0.417611316754365,1.45055442066021,71.9050426067925,15.9592839551901,2.24905460583578
783,261,0.075,1,0,0.574336866648222,0.412401855405761,1.36976239658614,68.8130203676498,14.5618993533721,2.26986485188382
784,262,0.035,1,0,0.449581536453151,0.61675352688966,1.56782095851465,76.1865386292867,18.3347870079411,17.5388050184176
785,262,0.05,1,0,0.447473455035252,0.613705446348048,1.54287823818983,75.2959990169203,17.7864865972673,14.8593564228701
786,262,0.075,1,0,0.44413716141985,0.607871456133317,1.516673780814,74.3487684557201,17.2378345672439,11.6949939101987
787,263,0.035,1,0,0.451065863115965,0.618945139615344,1.55762134290078,75.8236783385612,18.1073111188374,17.2186857498601
788,263,0.05,1,0,0.448888200611953,0.616200791451595,1.53028514222535,74.8422826020441,17.519509742562,14.4543977074593
789,263,0.075,1,0,0.445448548713188,0.610904291646492,1.50021965664966,73.7478495224142,16.9063225665512,11.4815362149688
790,264,0.035,1,0,0.452598212891455,0.618124235470415,1.5461131768738,75.4121053855608,17.8561003496137,17.2186857498601
