caseID,plantCaseID,actuatorTau_s,isDynamicStable,neutralHeadingPoleMagnitude,dutchNaturalFrequency_radps,dutchDampingRatio,dutchDecayRate_radps,rollModeFrequencyRatio,rollModeDampingRatio,spiralDecayRateRatio,balancedDiskMargin,balancedDiskPhaseMargin_deg,balancedDiskGainMargin_dB,diskMarginCriticalFrequency_radps
33,11,0.075,1,0,1.76340690330862,0.677634286224243,1.19494497824644,1.04517842846211,1,0.917927844074503,1.58049817018897,76.6350436927455,18.624191932263,9.3756200692588
34,12,0.035,1,0,1.89749949622072,0.625585991743164,1.18704910417539,0.963864759808411,1,0.917824192649503,1.58270530791646,76.7128475102606,18.675364531033,1.24738351424294
35,12,0.05,1,0,1.86867709078295,0.643478733606736,1.20245396789693,0.935188211587392,1,0.917810928268951,1.59882614715074,77.2785945126476,19.0565649548163,1.22461619926505
36,12,0.075,1,0,1.81017825353919,0.6704055817187,1.21355360507848,1.08694731602852,1,0.91778881230192,1.56931166203342,76.2394214339713,18.3684271742916,9.03649473722302
37,13,0.035,1,0,1.80701867324175,0.566902477898625,1.02440336346983,1.02145150917218,1,0.918924826511622,1.61278873416628,77.76501794404,19.3978916289391,1.18032063565173
38,13,0.05,1,0,1.79503204208828,0.582353797091215,1.04534372561051,1.03168049510877,1,0.918911906447818,1.62695816680493,78.2552662007349,19.7557001964047,1.15877735615513
39,13,0.075,1,0,1.76912074112453,0.608905116003618,1.07722667009884,1.10524687331379,0.994304990766688,0.918890364662249,1.64938875116731,79.0244207525253,20.3478856677607,1.13762728582343
40,14,0.035,1,0,1.84561001822467,0.544758565984284,1.0054118668943,0.989366976280668,1,0.918754504819369,1.58844459883328,76.9147724734631,18.8095587999285,1.21338885046498
41,14,0.05,1,0,1.83758157188854,0.561353332245887,1.03153253865327,0.984785702537487,1,0.918741529891071,1.60383691552745,77.4535393287669,19.1778225048592,1.19124200802737
42,14,0.075,1,0,1.81840821638696,0.59080283456597,1.07432072863946,0.951885719947345,1,0.918719896613637,1.62820933738314,78.2983923749887,19.7878771648097,1.15877735615513
43,15,0.035,1,0,1.8774922554129,0.521160832336811,0.978475426536902,0.976362909921579,1,0.918583650994877,1.56201394480847,75.9801691619014,18.2047066377118,1.24738351424294
44,15,0.05,1,0,1.87372173564691,0.538296922067211,1.00861864310916,0.9664909274275,1,0.918570620890259,1.57877161180629,76.57412251777,18.5843270285281,1.22461619926505
45,15,0.075,1,0,1.86293797043256,0.569527527092241,1.06099445542669,0.907969543589371,1,0.918548895600874,1.60526582379112,77.5033495679231,19.2126512460146,1.19124200802737
46,16,0.035,1,0,1.75597934768005,0.495573755923569,0.870217280654019,1.01726352104977,1,0.919732590668127,1.60428319749225,77.4690999795409,19.1886883207015,1.16949939101987
47,16,0.05,1,0,1.75380068990655,0.508613983686579,0.892007555485641,1.02252250419412,1,0.919719917511328,1.618457062371,77.9615442362699,19.5396000874194,1.14815362149688
48,16,0.075,1,0,1.74887740491372,0.532047222339111,0.930485365495977,1.04738681572608,1,0.919698787465036,1.64094106615324,78.7357383789731,20.1209582462243,1.12719745617551
49,17,0.035,1,0,1.78315169106169,0.467566496386371,0.833741988715147,0.99210074328548,1,0.919531589282583,1.57362710575285,76.3922963891685,18.4663929205892,1.20226443461741
50,17,0.05,1,0,1.78411661612531,0.480709351239371,0.85764154107298,0.989835656142991,1,0.919518852005282,1.58928583471825,76.9443222137469,18.8293672664368,1.19124200802737
51,17,0.075,1,0,1.78554361880637,0.504565026538473,0.900922863408635,0.980743753188189,1,0.91949761503127,1.61416265217259,77.8127029856353,19.4320686006978,1.15877735615513
52,18,0.035,1,0,1.8031484841823,0.43978802140298,0.793003104154317,0.982755912102787,1,0.919329834757639,1.53945426398983,75.1729098663103,17.7132707826132,1.24738351424294
53,18,0.05,1,0,1.80676635786252,0.452663973778302,0.817858039238996,0.977890618860853,1,0.91931703292455,1.55685126743525,75.7962092784021,18.0903238733133,1.22461619926505
54,18,0.075,1,0,1.81372797339826,0.476088271044387,0.86349461500002,0.959204113093548,1,0.919295688296968,1.58446214174656,76.7747179635553,18.7162680160075,1.20226443461741
55,19,0.035,1,0,1.57572478713795,0.625751993217477,0.986012926313757,1.04824571257386,1,0.903326724653597,1.56355713416635,76.0350677274662,18.2391265470365,1.18032063565173
56,19,0.05,1,0,1.55364390442394,0.632709560087305,0.983005351300398,1.18331800885849,0.995733166201081,0.903311673587121,1.57891020750476,76.5790147206134,18.587521768247,1.15877735615513
57,19,0.075,1,0,1.51739253212641,0.643170784127865,0.975942544717512,0.925345399675219,1,0.90328657917333,1.52791971392395,74.7567504056879,17.4700565674975,10
58,20,0.035,1,0,1.6044962589689,0.619414885444053,0.993848866444632,0.974881341042426,1,0.903165593290491,1.54378424045936,75.328534995157,17.8059397794173,1.20226443461741
59,20,0.05,1,0,1.58138853158859,0.627350026707821,0.992084137527543,0.937819111287983,1,0.903150491904975,1.56004729780888,75.9101466133275,18.1609955689093,1.18032063565173
60,20,0.075,1,0,1.54315917242864,0.639211929661833,0.986405752383469,1.03420953975524,1,0.90312531358192,1.51321431300056,74.2228201329087,17.167336865427,9.54992586021436
61,21,0.035,1,0,1.63369629896752,0.612056606827843,0.999914613333263,0.943973880685652,1,0.903004065088194,1.5230325072331,74.5797231038908,17.3685573861983,1.22461619926505
62,21,0.05,1,0,1.60977325747645,0.621105309137315,0.999838716725892,0.87406432044118,1,0.902988913158962,1.54025423742715,75.2016865197296,17.7303343238647,1.20226443461741
63,21,0.075,1,0,1.56974033128422,0.634589952062544,0.996141441580295,1.07248274803394,1,0.902963650551461,1.50108627599,73.779617887038,16.9235472495137,9.20449571753171
64,22,0.035,1,0,1.59716509086243,0.571559180909018,0.912874371109805,1.03131402156191,1,0.904282890843515,1.55475532684596,75.72139385509,18.044219627167,1.15877735615513
65,22,0.05,1,0,1.58057176993632,0.581702494185295,0.919422540810823,1.05191562079955,1,0.904268122756416,1.57009106213011,76.2670554663163,18.3860563904749,1.14815362149688
66,22,0.075,1,0,1.55123642176028,0.597799783671148,0.927328797351104,1.03234558636916,0.981360372320288,0.904243500220176,1.59461722356915,77.1313143561627,18.9557471618629,1.11686324778056
67,23,0.035,1,0,1.63016581937176,0.557936129659488,0.909528407963467,0.984489593861257,1,0.904084775716151,1.52887879971255,74.7914420287948,17.4900818975942,1.19124200802737
68,23,0.05,1,0,1.61415020238523,0.569448921730167,0.919176092258797,0.975580391581042,1,0.904069946341585,1.54541903894969,75.3872071365757,17.8411266014009,1.16949939101987
69,23,0.075,1,0,1.58499332886083,0.587902488683702,0.931821522584348,1.14084111678016,1,0.904045221606015,1.57172335987978,76.3248955382932,18.4230685450319,1.14815362149688
70,24,0.035,1,0,1.66144403262767,0.54266148831234,0.901601691493388,0.965819884441966,1,0.90388605084743,1.50122183650461,73.7845860429126,16.9262439321789,1.22461619926505
71,24,0.05,1,0,1.64664673162604,0.555494696030147,0.914703525653645,0.947221035964751,1,0.903871159844725,1.51895863817421,74.4318379648049,17.2846348368962,1.20226443461741
72,24,0.075,1,0,1.61871226446753,0.576382851291336,0.93299799041405,1.20188581476685,1,0.903846332341144,1.5472778601638,75.4538629887969,17.8812694930846,1.16949939101987
73,25,0.035,1,0,1.58899059014261,0.515402276391787,0.81896936732463,1.02446818889943,1,0.905221464145875,1.54542441216965,75.3873999023895,17.8412424344105,1.14815362149688
74,25,0.05,1,0,1.57947983790751,0.526492593531623,0.83158443629083,1.03382672136023,1,0.905206971378101,1.5607418713135,75.9348845614719,18.1764136890643,1.13762728582343
75,25,0.075,1,0,1.56163620591501,0.545184145808094,0.851379300984766,1.11010325953798,1,0.905182807944723,1.5853066901092,76.8044416169071,18.7359856482204,1.10662378397767
76,26,0.035,1,0,1.61898676645713,0.494511660853724,0.800607834780913,0.988821967351631,1,0.904987599457558,1.51304935545085,74.2168093089683,17.163986125871,1.18032063565173
77,26,0.05,1,0,1.61137910283487,0.506568404720393,0.816273741522836,0.984843548056181,1,0.904973035015724,1.52975045922311,74.8229573855627,17.508312465792,1.16949939101987
78,26,0.075,1,0,1.59653019350315,0.52723399440791,0.841744991113497,0.963825133599821,1,0.90494875206249,1.55654748785221,75.7853704554144,18.0836298473084,1.13762728582343
79,27,0.035,1,0,1.64476999280636,0.472454487282466,0.777078963648914,0.975815856518348,1,0.904752871468324,1.47767849585829,72.9168870028091,16.4670304730949,1.22461619926505
80,27,0.05,1,0,1.6393905033984,0.485169099017053,0.795381613470916,0.967477333462341,1,0.904738234876206,1.49589662625806,73.5891792119666,16.8207795612998,1.20226443461741
81,27,0.075,1,0,1.62840372770448,0.507324569580168,0.826129220260416,0.927581165211034,1,0.904713831609476,1.52513339934005,74.6558739895859,17.4120786288291,1.18032063565173
82,28,0.035,1,0,2.64807910868266,0.625658705727778,1.65679374780316,1.01639694521461,1,0.947999890334928,1.72630513263988,81.5984056889125,22.6802352320889,1.23594743344451
83,28,0.05,1,0,2.68429040051526,0.650379487944001,1.74580741618011,1.02845031633272,1,0.947990889628566,1.72012647279696,81.3952274796264,22.4719176725164,12.3594743344451
84,28,0.075,1,0,2.77872280057609,0.701947176567629,1.95051662432848,0.978170448132982,0.994047538761874,0.947975881905298,1.67345098854723,79.8401642068806,21.0225175290341,10.0925288607668
85,29,0.035,1,0,2.67916858517352,0.599635958547716,1.60652582268145,0.98681016373121,1,0.947904115735751,1.7156133559839,81.2464260272286,22.3224263810157,1.25892541179417
86,29,0.05,1,0,2.72130499772577,0.622960724384605,1.69526613265469,0.978619793928595,1,0.947895081479419,1.71381096105683,81.1869066687797,22.2633359488258,11.8032063565173
87,29,0.075,1,0,2.83146203613292,0.670102586245338,1.89737003326816,1.07976045689366,1,0.94788001780356,1.66285951779741,79.4822870453604,20.7201871756815,9.6382902362397
88,30,0.035,1,0,2.69593683691386,0.574669486209285,1.54927263692197,0.974345332192227,1,0.947808056761441,1.70437915411092,80.8745803184738,21.9596075250719,1.29419584144999
89,30,0.05,1,0,2.74098953461059,0.596447083352474,1.63485521341814,0.959066822174259,1,0.947798988783744,1.70847146124455,81.0102723217991,22.0902773085985,11.3762728582343
90,30,0.075,1,0,2.85664237257814,0.638968394445694,1.82530419031179,1.11436328874518,1,0.947783868869194,1.65435345802937,79.1935219028885,20.4835666949054,9.28966386779936
91,31,0.035,1,0,2.40777662036534,0.527576177490903,1.27028558562431,1.01208701782041,1,0.9484362963297,1.71984491087725,81.3859538398278,22.4625263499639,1.23594743344451
92,31,0.05,1,0,2.43122570767257,0.543077585369695,1.32034418681155,1.01658378404022,1,0.948427443573858,1.73081119295451,81.7461913128965,22.8349254641887,1.21338885046498
93,31,0.075,1,0,2.48441393647838,0.571794041557306,1.42057308564027,1.04799679012509,1,0.948412682591585,1.72274264580633,81.4813331394758,22.5595987963545,9.6382902362397
94,32,0.035,1,0,2.42489762479082,0.499012478785401,1.2100541745477,0.990928479724498,1,0.948318274111022,1.70565008170897,80.9167508696928,22.0000097526254,1.25892541179417
95,32,0.05,1,0,2.45082717828921,0.513461187188694,1.2584046325587,0.987788623776313,1,0.948309380359744,1.71751241869392,81.3090802565017,22.3850613567509,1.23594743344451
96,32,0.075,1,0,2.50886081208409,0.539591014000333,1.35375874957815,0.972167536967118,1,0.948294551007586,1.7151609207498,81.2314905247802,22.3075611313761,9.1201083935591
97,33,0.035,1,0,2.43180774591288,0.47275276493952,1.14964383568165,0.982615639779255,1,0.948199814731318,1.69043922716255,80.4103005498515,21.5266427136722,1.29419584144999
98,33,0.05,1,0,2.45880567949811,0.486189386260061,1.19544522424794,0.976663660250899,1,0.948190879723962,1.70331242071754,80.8391646899702,21.9258197329796,1.27057410520854
99,33,0.075,1,0,2.51825121431247,0.509945172566301,1.28417005004787,0.948979632772496,1,0.948175981567443,1.70878103203643,81.0205258642977,22.1002306939485,8.79022516830884
100,34,0.035,1,0,2.22769598877257,0.460367429987109,1.02555867714382,1.00996096650911,1,0.948865975536586,1.71299885844047,81.1600717858205,22.236823830799,1.22461619926505
101,34,0.05,1,0,2.24411021176497,0.471485946787613,1.05806642788976,1.01246665898377,1,0.94885726724278,1.72408198741597,81.5253715734116,22.6047836086105,1.20226443461741
102,34,0.075,1,0,2.27891739549566,0.491121993822304,1.11922645503216,1.02169322159744,1,0.948842747181772,1.74144181052621,82.0935413929283,23.2096139432229,1.16949939101987
103,35,0.035,1,0,2.2360466577554,0.429896654634822,0.961268977776421,0.993165271311876,1,0.948726346095637,1.69497396804127,80.561684021129,21.6654895587763,1.25892541179417
