caseID,plantCaseID,aileronTau_s,isStable,minimumDecayRate_per_s,minimumOscillatoryDampingRatio,balancedDiskPhaseMargin_deg,balancedDiskGainMargin_dB,diskMarginCriticalFrequency_radps
117,39,0.075,1,0.126462872760618,0.6436831367435,66.2840701740589,13.55698162268,0.275422870333817
118,40,0.035,1,0.126367977261685,0.545543810986437,66.2130495417157,13.5302503438007,0.275422870333817
119,40,0.05,1,0.126381848008375,0.541756675865552,66.2147215349902,13.5308787965415,0.275422870333817
120,40,0.075,1,0.126404996326847,0.534830130481662,66.2175423598145,13.5319391553526,0.275422870333817
121,41,0.035,1,0.126369391889448,0.534852814765045,66.1959924215073,13.5238414537881,0.275422870333817
122,41,0.05,1,0.126383252005768,0.531319210472924,66.1975421641651,13.5244235615897,0.275422870333817
123,41,0.075,1,0.126406382571939,0.524790322029122,66.2001586913574,13.5254064515116,0.275422870333817
124,42,0.035,1,0.1263708051196,0.521401855933548,66.1789668632854,13.5174487342183,0.275422870333817
125,42,0.05,1,0.126384654609406,0.518056284423998,66.180394908197,13.51798476807,0.275422870333817
126,42,0.075,1,0.126407767429751,0.511810863646158,66.1828080615337,13.5188906430133,0.275422870333817
127,43,0.035,1,0.126312381858098,0.463627515875508,66.1172682656118,13.4943182693443,0.277971326775929
128,43,0.05,1,0.126326292326815,0.460237817843464,66.1187936504268,13.4948894491157,0.277971326775929
129,43,0.075,1,0.126349507000323,0.454087416738274,66.1213720642917,13.4958550133196,0.277971326775929
130,44,0.035,1,0.126314090814435,0.449257057861005,66.0969819809401,13.4867253412681,0.277971326775929
131,44,0.05,1,0.126327988557739,0.446016853997095,66.0983564927088,13.4872396139405,0.277971326775929
132,44,0.075,1,0.126351181980195,0.440067885681398,66.1006827451792,13.4881100431986,0.277971326775929
133,45,0.035,1,0.126315797763865,0.433969303107582,66.0767420257918,13.4791557964337,0.277971326775929
134,45,0.05,1,0.126329682787254,0.430814551639025,66.0779665100134,13.4796135701946,0.277971326775929
135,45,0.075,1,0.126352854967921,0.424958557626078,66.0800420140405,13.4803895483169,0.277971326775929
136,46,0.035,1,0.127675639663903,0.65833812445205,67.0428828437689,13.8474004858737,0.267916832481903
137,46,0.05,1,0.127688113120796,0.654098538501204,67.0449815002805,13.8482162044689,0.270395836410884
138,46,0.075,1,0.127708926828133,0.646152750371734,67.0484539244591,13.8495660423839,0.270395836410884
139,47,0.035,1,0.127675971148193,0.658245780228433,67.0273605295555,13.8413693674765,0.267916832481903
140,47,0.05,1,0.127688436638676,0.654317803846501,67.0293766595859,13.8421525069776,0.270395836410884
141,47,0.075,1,0.127709237044901,0.646908786441585,67.0327227924733,13.8434524123022,0.270395836410884
142,48,0.035,1,0.127676302014554,0.652721008038225,67.0118537954021,13.8353481500048,0.267916832481903
143,48,0.05,1,0.127688759541588,0.649092747216342,67.0137880150927,13.8360989918669,0.270395836410884
144,48,0.075,1,0.127709546651746,0.642195973629275,67.0170082314323,13.8373491754187,0.270395836410884
145,49,0.035,1,0.127624131967342,0.542192167020841,66.9593598169984,13.8149933703964,0.270395836410884
146,49,0.05,1,0.127636643953973,0.538319694045066,66.9615405082064,13.8158380699591,0.270395836410884
147,49,0.075,1,0.127657522010398,0.531159773888955,66.9651973489205,13.8172547316998,0.270395836410884
148,50,0.035,1,0.127624557556677,0.533976154186358,66.9399421639332,13.8074751952814,0.270395836410884
149,50,0.05,1,0.127637059605367,0.530436960477405,66.9420276866497,13.8082823861852,0.270395836410884
150,50,0.075,1,0.127657921068857,0.523816832845651,66.9455256019091,13.809636391384,0.270395836410884
151,51,0.035,1,0.127624982180935,0.522830754604329,66.9205495514331,13.7999726865739,0.270395836410884
152,51,0.05,1,0.12763747429629,0.519554104203972,66.9225402588325,13.8007425661142,0.270395836410884
