delayPlantCaseID,sensorDelay_s,delayDiskMargin,delayPhaseMargin_deg,delayGainMargin_dB,delayCriticalFrequency_radps
34,0.08,1.54391385610814,75.3331885329788,17.8087255666196,7.65596606911256
35,0,1.70719604571079,80.9680117240656,22.0493723134762,1.23594743344451
35,0.01,1.71486000937334,81.2215551818204,22.2976864295889,1.22461619926505
35,0.02,1.72224505163062,81.4649644830213,22.5428631268076,1.20226443461741
35,0.04,1.66139852826796,79.432774944617,20.6791632239017,8.70963589956081
35,0.06,1.5995841133909,77.3050854321791,19.0748205301485,7.94328234724282
35,0.08,1.54031136818183,75.2037412021698,17.731553918637,7.31139083483417
36,0,1.68872000563754,80.3528191502048,21.4744896236239,1.27057410520854
36,0.01,1.6971735940663,80.6349923875696,21.7335220072074,1.25892541179417
36,0.02,1.70532348254277,80.9059165338455,21.9896120030872,1.23594743344451
36,0.04,1.65847465873371,79.3335798379813,20.5975423433233,8.39459986519397
36,0.06,1.59604512242781,77.18131378166,18.9898455224875,7.65596606911256
36,0.08,1.53596157901383,75.0471405594173,17.6390719419335,7.04693068967147
37,0,1.65849958023435,79.3344259264099,20.5982353539108,12.4738351424294
37,0.01,1.60053017144458,77.3381364218608,19.0976494271376,11.8032063565173
37,0.02,1.54521116050233,75.3797490526651,17.8366461848053,11.1686324778056
37,0.04,1.44165429857016,71.5701738469843,15.7972813590454,10.0925288607668
37,0.06,1.34613995823831,67.886626411366,14.1811860854134,9.20449571753171
37,0.08,1.25727673044709,64.3100881915132,12.8405525231908,8.47227414140596
38,0,1.65118639524369,79.08569729084,20.396811783106,11.9124200802738
38,0.01,1.59322983077803,77.0826999494058,18.9227180077022,11.2719745617551
38,0.02,1.53776935271526,75.1122638104088,17.6774155648259,10.6659612123026
38,0.04,1.43357273298249,71.2648762315255,15.6520419984759,9.6382902362397
38,0.06,1.33709097535345,67.5290576191981,14.038282301675,8.87156012037961
38,0.08,1.24697486711491,63.8860417871214,12.6933891123563,8.16582371358592
39,0,1.64502308715312,78.8753824965381,20.2300035061185,11.4815362149688
39,0.01,1.58689193367412,76.8602008529938,18.7730923464977,10.8642562361707
39,0.02,1.53119217255915,74.8750542826741,17.5385299775372,10.2801629812647
39,0.04,1.42629184810663,70.9888237269988,15.5226666420227,9.3756200692588
39,0.06,1.3288959791351,67.2039413051245,13.9102076746585,8.6297854776697
39,0.08,1.23771772282122,63.5033213993158,12.5624631971939,7.94328234724282
40,0,1.67371130580114,79.8489366560139,21.0300599783756,1.19124200802737
40,0.01,1.66277947988148,79.4795755266544,20.7179355712093,11.2719745617551
40,0.02,1.61584322916576,77.870987824567,19.4740220109444,10.6659612123026
40,0.04,1.52726096824696,74.7329132508899,17.4563226249831,9.54992586021436
40,0.06,1.44474123042393,71.6864805478766,15.853223536195,8.70963589956081
40,0.08,1.3672415338283,68.7146449020031,14.5207261003697,8.01678063387679
41,0,1.65846938327832,79.3334007342053,20.5973956507165,1.22461619926505
41,0.01,1.65835870234877,79.3296429662551,20.5943184612579,10.6659612123026
41,0.02,1.6113964437408,77.7166625749435,19.3633679073713,10.0925288607668
41,0.04,1.52241283538303,74.5572471706737,17.3557521716226,9.1201083935591
41,0.06,1.43911904671139,71.474525398825,15.7515303429044,8.31763771102671
41,0.08,1.36053425791611,68.4523335056269,14.4118208787091,7.72680585095702
42,0,1.64233718244804,78.7835303570589,20.1581270769773,1.24738351424294
42,0.01,1.65150823066317,79.0966620322899,20.4055951698096,1.23594743344451
42,0.02,1.60690601946625,77.5604822499556,19.2527686622146,9.81747943019984
42,0.04,1.51736979756116,74.37408289778,17.2520706812332,8.87156012037961
42,0.06,1.43328063935573,71.2538198959877,15.6468250986878,8.09095899178382
42,0.08,1.3537610012689,68.1866100745506,14.3027789469838,7.44731973905989
43,0,1.66588064880343,79.5845587153531,20.8055338398039,1.19124200802737
43,0.01,1.67394576406645,79.8568367193513,21.0368578821933,1.18032063565173
43,0.02,1.66756687409537,79.641574973508,20.8534749628373,10.2801629812647
43,0.04,1.59029882167537,76.9798889173258,18.8532676706923,9.28966386779936
43,0.06,1.51781801918023,74.3903804292532,17.2612478483877,8.39459986519397
43,0.08,1.44930683054404,71.8581870522466,15.9364427740934,7.72680585095702
44,0,1.64663779689325,78.9305438585926,20.2734507021287,1.22461619926505
44,0.01,1.65542584240049,79.2299939025249,20.5131054943964,1.20226443461741
44,0.02,1.66391670151328,79.5180922286149,20.7499732114154,1.19124200802737
44,0.04,1.58789487576216,76.8954560400058,18.7966339031207,8.79022516830884
44,0.06,1.51489605218663,74.2840731520271,17.2015535394223,8.01678063387679
44,0.08,1.44557198815598,71.7177520183103,15.868323272904,7.37904230129101
45,0,1.62582208726848,78.2160841724909,19.7265668433947,1.25892541179417
45,0.01,1.63540426215778,78.5458795513477,19.9748224928476,1.23594743344451
45,0.02,1.64467392263681,78.8634486668241,20.2206319587804,1.22461619926505
45,0.04,1.58463064590122,76.7806493979502,18.7201992435173,8.55066712884683
45,0.06,1.51103592081823,74.1434040905162,17.123166340129,7.79830110523259
45,0.08,1.44091893069194,71.5424421722837,15.7839930693791,7.17794291271362
46,0,1.60022207959772,77.3273747609035,19.0902097305527,12.5892541179417
46,0.01,1.53390152067405,74.9728596433783,17.5955351364085,11.9124200802738
46,0.02,1.47103024731339,72.6700882329144,16.3405511822706,11.2719745617551
46,0.04,1.35440211340247,68.2117975519661,14.3130604597981,10.2801629812647
46,0.06,1.24804290344383,63.9300957164075,12.708573897782,9.3756200692588
46,0.08,1.15015592416407,59.804517436214,11.3798559875284,8.70963589956081
47,0,1.59213696334291,77.0443825947632,18.8967707803113,12.0226443461741
47,0.01,1.52596873999198,74.6861310964925,17.429429509877,11.3762728582343
