caseID,sideForceScale,rollMomentScale,yawMomentScale,aileronEffectivenessScale,inertiaScale,IxzNormalized,riseTime_s,overshoot_pct,settlingTime_s,finalHeadingError_deg,peakBank_deg,peakRollRate_degps,peakYawRate_degps,peakSideslip_deg,peakAutomaticAileron_deg,peakAutomaticRudder_deg,peakAileronRate_degps
19,0.8,0.8,0.8,1.2,0.8,-0.1,16.64,0,32.22,0.000103216146476082,14.9526805916661,6.07959333936434,2.54877608398433,0.455345702073232,0.856738436656503,0.191595651369685,2.05570930256516
20,0.8,0.8,0.8,1.2,0.8,0,16.62,0,32.22,0.000103218330677482,14.946742922888,6.05508433948013,2.54831165481447,0.486297623870417,0.839750271330034,0.196771212960192,2.05152663227925
21,0.8,0.8,0.8,1.2,0.8,0.1,16.62,0,32.22,0.000103220508924884,14.9404999087658,6.03009904670584,2.54823757947147,0.521431418615355,0.823360874724636,0.208469429059574,2.04372668900038
22,0.8,0.8,0.8,1.2,1,-0.1,16.62,0,32.22,0.000103731183784371,14.9835350119025,6.17593817446703,2.56331265678994,0.4503883021471,0.885542627456352,0.190931313842806,2.09559860901148
23,0.8,0.8,0.8,1.2,1,0,16.6,0,32.22,0.000103733747286,14.9781298344129,6.16199613647852,2.5586841322194,0.494400533835969,0.864755303983327,0.19773853992162,2.09224382787916
24,0.8,0.8,0.8,1.2,1,0.1,16.58,0,32.22,0.000103736309031963,14.9718866154153,6.14600462172619,2.55472090904107,0.544116063403083,0.844478984117275,0.212726592623203,2.08558113406659
25,0.8,0.8,0.8,1.2,1.2,-0.1,16.6,0,32.24,0.000104246819170524,15.01249623914,6.26040917006824,2.58992165764374,0.445113308436223,0.915020673919672,0.189457883173022,2.1249944427286
26,0.8,0.8,0.8,1.2,1.2,0,16.56,0,32.24,0.000104249698405816,15.0100540216603,6.26099553014953,2.58080536018908,0.499123481290243,0.891711230606957,0.200728867557956,2.12220558875502
27,0.8,0.8,0.8,1.2,1.2,0.1,16.54,0,32.24,0.000104252569257166,15.0060985324025,6.25700106473568,2.57004180592082,0.563770840283441,0.868830606328738,0.215681945599111,2.11640077583997
28,0.8,0.8,1,0.8,0.8,-0.1,16.28,0,32.56,0.000132993306965861,15.5655850157563,5.48684379478584,2.65164085641128,0.447656608034206,1.20458119386258,0.181475170997609,2.1406870974866
29,0.8,0.8,1,0.8,0.8,0,16.28,0,32.56,0.000132940228272698,15.5494739920408,5.45929774746241,2.65099443380865,0.452206364935833,1.18891103878134,0.184803930062023,2.13792989281211
30,0.8,0.8,1,0.8,0.8,0.1,16.28,0,32.56,0.000132887183331582,15.5336245108976,5.43199755819876,2.6504376798672,0.456939157990055,1.1738692602446,0.188080859953233,2.13274028849294
31,0.8,0.8,1,0.8,1,-0.1,16.26,0,32.56,0.000133645261409105,15.6113110073911,5.57122053937494,2.66323123365524,0.449416224109262,1.23069500729157,0.186023652878794,2.17512616874368
32,0.8,0.8,1,0.8,1,0,16.26,0,32.56,0.00013357861784742,15.5912496179067,5.54747250815393,2.66173178907881,0.455743062874271,1.2096216072363,0.191596571999799,2.17182904781197
33,0.8,0.8,1,0.8,1,0.1,16.24,0,32.56,0.000133512018482723,15.5714854078995,5.52410643295955,2.66071091312219,0.462399823412873,1.18924967542153,0.197294661565223,2.16562026061346
34,0.8,0.8,1,0.8,1.2,-0.1,16.24,0,32.56,0.000134298197212496,15.6577022369792,5.64879489310532,2.67434622268112,0.450606019283691,1.25913853092924,0.190121780503993,2.20190437546753
35,0.8,0.8,1,0.8,1.2,0,16.22,0,32.56,0.000134217862755991,15.6346644886012,5.63427394968258,2.67000700470839,0.459070520589817,1.23349138926605,0.198686579353233,2.19915045608024
36,0.8,0.8,1,0.8,1.2,0.1,16.22,0,32.56,0.0001341375940988,15.6117296584271,5.61913944029871,2.66707000090555,0.468175575863638,1.20852907023317,0.207736120228867,2.19369011265923
37,0.8,0.8,1,1,0.8,-0.1,16.46,0,32.36,0.000115720421699888,15.2689118641012,5.76512643655036,2.60524895526106,0.439778394649618,1.01083873839493,0.183163065572871,2.09799277232288
38,0.8,0.8,1,1,0.8,0,16.46,0,32.36,0.000115685391528626,15.2581606689134,5.73718857020939,2.60550849755374,0.444545187019563,0.995793818392409,0.18726479436954,2.09457155763962
39,0.8,0.8,1,1,0.8,0.1,16.44,0,32.36,0.000115650376611305,15.2474208872144,5.70943642429995,2.60589583598842,0.449517737536408,0.981398008308741,0.191314089084795,2.08814106120982
40,0.8,0.8,1,1,1,-0.1,16.44,0,32.38,0.000116226197239306,15.3068086822479,5.85800479823477,2.61528372154062,0.441260690822296,1.03636142033417,0.188246053670986,2.13152514492206
41,0.8,0.8,1,1,1,0,16.44,0,32.36,0.000116182206166923,15.2937422544583,5.83584109562588,2.61475466756307,0.447891831654645,1.01648738756905,0.195040481511303,2.12877433413372
42,0.8,0.8,1,1,1,0.1,16.42,0,32.36,0.000116138236747757,15.280557931754,5.81352803339627,2.61481844551962,0.454892125446348,0.997341551526051,0.201963455389497,2.12327021121795
43,0.8,0.8,1,1,1.2,-0.1,16.42,0,32.38,0.000116732572599531,15.3454376559027,5.9423826139438,2.62522091076796,0.441657165431139,1.0639495842714,0.192786927418388,2.15750663993872
44,0.8,0.8,1,1,1.2,0,16.4,0,32.38,0.000116679532931774,15.3311946289884,5.93155885902081,2.62115241924578,0.450435625962287,1.04039015513443,0.203110526881319,2.15409003693759
45,0.8,0.8,1,1,1.2,0.1,16.38,0,32.38,0.000116626533720673,15.3165550221417,5.91860956085095,2.61893902769296,0.459876310687609,1.0175547593657,0.213919659477972,2.1491037585303
