caseID,sideForceScale,rollMomentScale,yawMomentScale,rudderEffectivenessScale,inertiaScale,IxzNormalized,initialYawRateIntegralRatio,initialBetaIntegralRatio,peakInitialActuatorPosition_deg,peakInitialActuatorRate_degps
469,1,1.2,1.2,1,0.8,-0.1,0.752186733354878,0.708663486811518,0.905935804170136,14.2422728772575
470,1,1.2,1.2,1,0.8,0,0.726362803864393,0.673223096022996,0.919028471197485,14.3103687565499
471,1,1.2,1.2,1,0.8,0.1,0.699135963245854,0.63882697633935,0.930710594881602,14.3691598075844
472,1,1.2,1.2,1,1,-0.1,0.762308101513399,0.693932351486395,0.943356417700388,14.3656272768987
473,1,1.2,1.2,1,1,0,0.733357976147492,0.652278105147882,0.955821825995062,14.4222666850144
474,1,1.2,1.2,1,1,0.1,0.699424377804574,0.610600588441572,0.96639958603836,14.4711446617013
475,1,1.2,1.2,1,1.2,-0.1,0.77195996628464,0.682179228585428,0.969628128200739,14.4486951146407
476,1,1.2,1.2,1,1.2,0,0.73939228754111,0.634387968881393,0.982275194886328,14.4971444751573
477,1,1.2,1.2,1,1.2,0.1,0.699471741771387,0.58587516987397,0.993123782550008,14.5389419340106
478,1,1.2,1.2,1.2,0.8,-0.1,0.727215532376223,0.692533332879428,0.897457190586168,14.2322456469813
479,1,1.2,1.2,1.2,0.8,0,0.70087211446509,0.656648878367041,0.909778777237545,14.3006875483593
480,1,1.2,1.2,1.2,0.8,0.1,0.673191782798972,0.621952588664415,0.920191752255357,14.359652968515
481,1,1.2,1.2,1.2,1,-0.1,0.737612758011787,0.676779707874127,0.934503187036465,14.3575619962618
482,1,1.2,1.2,1.2,1,0,0.708085988298443,0.634836201901779,0.947151107181193,14.4144892967465
483,1,1.2,1.2,1.2,1,0.1,0.67375578372557,0.593126372934646,0.957800674089937,14.4635136779854
484,1,1.2,1.2,1.2,1.2,-0.1,0.747885534007365,0.665004207238049,0.962110089165017,14.4419496750321
485,1,1.2,1.2,1.2,1.2,0,0.714734394342051,0.617135327192479,0.973596287158488,14.4906452858404
486,1,1.2,1.2,1.2,1.2,0.1,0.674586368696613,0.567547880088696,0.984101308709074,14.5325687039273
487,1.2,0.8,0.8,0.8,0.8,-0.1,0.750800233440848,0.669777687917889,0.962119330296046,14.4419988103322
488,1.2,0.8,0.8,0.8,0.8,0,0.718854828342551,0.623122009218302,0.973604731284597,14.4906866349863
489,1.2,0.8,0.8,0.8,0.8,0.1,0.680138353769581,0.574741972330728,0.98410779339797,14.5326029829067
490,1.2,0.8,0.8,0.8,1,-0.1,0.765612809820006,0.657409479765629,0.993628937748781,14.5270694114873
491,1.2,0.8,0.8,0.8,1,0,0.728944918932074,0.602304183901258,1.00508465915846,14.5670568888491
492,1.2,0.8,0.8,0.8,1,0.1,0.682869876100208,0.549110088180373,1.01470043910814,14.6014729162072
493,1.2,0.8,0.8,0.8,1.2,-0.1,0.778708826586162,0.652557155629844,1.01655203369372,14.5841756537198
494,1.2,0.8,0.8,0.8,1.2,0,0.737667897730867,0.594781256790303,1.02673950394093,14.6180902841727
495,1.2,0.8,0.8,0.8,1.2,0.1,0.685094544841706,0.535479085298945,1.03629124718831,14.6472738681933
496,1.2,0.8,0.8,1,0.8,-0.1,0.71924736266084,0.648282759338048,0.950873922442036,14.4318791899799
497,1.2,0.8,0.8,1,0.8,0,0.686750082292849,0.601538994071492,0.962621741079571,14.4809367296055
498,1.2,0.8,0.8,1,0.8,0.1,0.647867702967689,0.553465578766171,0.972395972735563,14.5230423580891
499,1.2,0.8,0.8,1,1,-0.1,0.734945931038335,0.635763721345647,0.98225111960716,14.5189440802253
500,1.2,0.8,0.8,1,1,0,0.697768920490262,0.579873056443136,0.993987699224058,14.5592351407749
501,1.2,0.8,0.8,1,1,0.1,0.651708244105915,0.523019525921026,1.00372665261164,14.5938074654529
502,1.2,0.8,0.8,1,1.2,-0.1,0.749071833240643,0.626198672930795,1.00692495900388,14.5773879842469
503,1.2,0.8,0.8,1,1.2,0,0.707588471029965,0.564659392741065,1.01737238164893,14.6115600285441
504,1.2,0.8,0.8,1,1.2,0.1,0.655211057913496,0.503743869699482,1.0260360776894,14.6408766225002
505,1.2,0.8,0.8,1.2,0.8,-0.1,0.692147127199431,0.631488189067488,0.93968100717754,14.4217609294826
506,1.2,0.8,0.8,1.2,0.8,0,0.659432562250964,0.584859232848889,0.951687992887909,14.4711880811318
507,1.2,0.8,0.8,1.2,0.8,0.1,0.620657057144111,0.537146971332577,0.961572733921833,14.5134829381799
508,1.2,0.8,0.8,1.2,1,-0.1,0.708174835317929,0.617990154670002,0.972214768855421,14.5108196221145
509,1.2,0.8,0.8,1.2,1,0,0.67075891529671,0.562431409134905,0.98294045087434,14.5514141990064
510,1.2,0.8,0.8,1.2,1,0.1,0.624928001174244,0.50625859873984,0.992800935161464,14.5861427871843
511,1.2,0.8,0.8,1.2,1.2,-0.1,0.722887100260054,0.608290372582482,0.997335216797779,14.570600922452
512,1.2,0.8,0.8,1.2,1.2,0,0.68119829334907,0.544339933552947,1.00804012509695,14.6050303337233
513,1.2,0.8,0.8,1.2,1.2,0.1,0.629162405131489,0.482243851964212,1.01682148047795,14.6344799138752
514,1.2,0.8,1,0.8,0.8,-0.1,0.767174382719176,0.70113362266799,0.940386653640901,14.3566448789685
515,1.2,0.8,1,0.8,0.8,0,0.73789228315917,0.659814719320923,0.951829853537392,14.4058933771638
516,1.2,0.8,1,0.8,0.8,0.1,0.704984630363331,0.620043498445417,0.961181601825697,14.4468745210495
517,1.2,0.8,1,0.8,1,-0.1,0.778477888810514,0.686562687342975,0.973038614984534,14.4584306889897
518,1.2,0.8,1,0.8,1,0,0.745453036691373,0.638447504149301,0.984472917734399,14.4989134047497
519,1.2,0.8,1,0.8,1,0.1,0.705709225678237,0.592028417136589,0.993798672813483,14.5325895653217
520,1.2,0.8,1,0.8,1.2,-0.1,0.788699819161865,0.676732962116824,0.999053814839473,14.526779166554
521,1.2,0.8,1,0.8,1.2,0,0.751549371491569,0.62741117641798,1.00925010147775,14.561133265728
522,1.2,0.8,1,0.8,1.2,0.1,0.70616105261516,0.579164682728733,1.01755816533139,14.5897051720476
523,1.2,0.8,1,1,0.8,-0.1,0.737200479508332,0.679933146092667,0.929319104633457,14.3465596559216
524,1.2,0.8,1,1,0.8,0,0.707089390179874,0.638175406125772,0.941021322153914,14.3961769250277
525,1.2,0.8,1,1,0.8,0.1,0.673522634403827,0.598270731386396,0.950487152742213,14.4373476598247
526,1.2,0.8,1,1,1,-0.1,0.749413545311872,0.665346868174284,0.963629910686167,14.4503276137842
527,1.2,0.8,1,1,1,0,0.715579872900051,0.617133718481356,0.973895420869208,14.4911132909453
528,1.2,0.8,1,1,1,0.1,0.675382474011268,0.568603745867361,0.982986566447389,14.5249459452906
529,1.2,0.8,1,1,1.2,-0.1,0.760675062005532,0.653797840179528,0.989542453545717,14.5200071052203
530,1.2,0.8,1,1,1.2,0,0.722817036246901,0.598163539472686,0.999996133161107,14.5546181777693
531,1.2,0.8,1,1,1.2,0.1,0.67718182988838,0.546548902176851,1.00842422049601,14.5833232298087
532,1.2,0.8,1,1.2,0.8,-0.1,0.711569083561777,0.663498244691967,0.918303343934405,14.3364757887608
533,1.2,0.8,1,1.2,0.8,0,0.680927217140713,0.621521344806598,0.9302613640006,14.3864617260667
534,1.2,0.8,1,1.2,0.8,0.1,0.647070432731131,0.581580136454416,0.939839705603122,14.4278219997965
535,1.2,0.8,1,1.2,1,-0.1,0.724052878862984,0.647909398942849,0.954604525047626,14.4422254096699
536,1.2,0.8,1,1.2,1,0,0.689672596905097,0.59963025132204,0.965106801473134,14.4833139815108
537,1.2,0.8,1,1.2,1,0.1,0.649301754553323,0.551391479211119,0.973510943182443,14.5173030958209
538,1.2,0.8,1,1.2,1.2,-0.1,0.735908664785582,0.63628436457637,0.980068045536436,14.5132356503576
539,1.2,0.8,1,1.2,1.2,0,0.697563111331215,0.580699898304442,0.99077667179933,14.5481036494843
540,1.2,0.8,1,1.2,1.2,0.1,0.651841656888351,0.526138335689348,0.999323574170871,14.5769418235109
541,1.2,0.8,1.2,0.8,0.8,-0.1,0.782139683764182,0.72797941883768,0.919137433675167,14.2717922844129
542,1.2,0.8,1.2,0.8,0.8,0,0.754664181190892,0.690544149938351,0.930548951510795,14.3216129251326
543,1.2,0.8,1.2,0.8,0.8,0.1,0.725919633110812,0.655588212885046,0.939615517253131,14.3616893948079
544,1.2,0.8,1.2,0.8,1,-0.1,0.790659498721792,0.712029993214869,0.95516292582859,14.3901143665782
545,1.2,0.8,1.2,0.8,1,0,0.760385300564205,0.668771137730035,0.965196515550193,14.431099667108
546,1.2,0.8,1.2,0.8,1,0.1,0.725301809681,0.628151415026745,0.973334690002074,14.4640557811538
547,1.2,0.8,1.2,0.8,1.2,-0.1,0.798588971977982,0.699436303064897,0.981843991558468,14.4696072804282
548,1.2,0.8,1.2,0.8,1.2,0,0.764690136364826,0.656145225576832,0.99205498098547,14.5044059524499
549,1.2,0.8,1.2,0.8,1.2,0.1,0.724501111649832,0.614511450791184,1.00014168042771,14.5323800773415
550,1.2,0.8,1.2,1,0.8,-0.1,0.753464155622409,0.707023395472141,0.908669283869518,14.2617413196248
551,1.2,0.8,1.2,1,0.8,0,0.72484036138435,0.668893169588631,0.919911780360077,14.311929787571
552,1.2,0.8,1.2,1,0.8,0.1,0.695148083118809,0.633531795278751,0.929094278443656,14.3521961510171
553,1.2,0.8,1.2,1,1,-0.1,0.762864869114567,0.691160702116647,0.946218812647391,14.3820334752388
554,1.2,0.8,1.2,1,1,0,0.731502737613928,0.647535301212777,0.956488883868173,14.423321115601
555,1.2,0.8,1.2,1,1,0.1,0.69568586473879,0.60582835375777,0.96455881043659,14.4564339159831
556,1.2,0.8,1.2,1,1.2,-0.1,0.771823373043869,0.67820699609174,0.972446840445099,14.4628507849208
557,1.2,0.8,1.2,1,1.2,0,0.736995891320241,0.628980266154206,0.982912667776339,14.4979059899839
558,1.2,0.8,1.2,1,1.2,0.1,0.696221178554828,0.581913628615297,0.991120472494288,14.5260133941
559,1.2,0.8,1.2,1.2,0.8,-0.1,0.728888636937051,0.690778747714416,0.90013209542192,14.2516917067674
560,1.2,0.8,1.2,1.2,0.8,0,0.699580652799724,0.65216341013414,0.910491427385723,14.3022478994656
561,1.2,0.8,1.2,1.2,0.8,0.1,0.669215125652606,0.616515208676373,0.918619384793357,14.3427041047249
562,1.2,0.8,1.2,1.2,1,-0.1,0.738560696089841,0.673917492572714,0.937308118932985,14.3739534529364
563,1.2,0.8,1.2,1.2,1,0,0.706444707556401,0.629978559770244,0.947812484885055,14.4155433665338
564,1.2,0.8,1.2,1.2,1,0.1,0.67009532615602,0.588242703685009,0.955993056638017,14.4488128194548
565,1.2,0.8,1.2,1.2,1.2,-0.1,0.748128881575883,0.660960429604048,0.964770524825893,14.4560948946801
566,1.2,0.8,1.2,1.2,1.2,0,0.712587209942339,0.61166670068219,0.974112138677458,14.4914065860605
567,1.2,0.8,1.2,1.2,1.2,0.1,0.671402848139931,0.563572478847799,0.982132209926639,14.5196472456753
568,1.2,1,0.8,0.8,0.8,-0.1,0.752031193524109,0.673235171859016,0.96053442216319,14.4321091971799
569,1.2,1,0.8,0.8,0.8,0,0.721650475355991,0.628107493593844,0.973303348694208,14.4901768448532
570,1.2,1,0.8,0.8,0.8,0.1,0.684565675290766,0.580414426270995,0.985293922625701,14.5417065288277
571,1.2,1,0.8,0.8,1,-0.1,0.767645396111447,0.662384286991325,0.991983978545057,14.518767185715
572,1.2,1,0.8,0.8,1,0,0.732936221963682,0.608770515154469,1.00481507988192,14.5667177208285
573,1.2,1,0.8,0.8,1,0.1,0.688049131409823,0.555079750218421,1.01596464183515,14.6092525789335
574,1.2,1,0.8,0.8,1.2,-0.1,0.781520444288615,0.658661394631426,1.01499535020195,14.5770306528807
575,1.2,1,0.8,0.8,1.2,0,0.742724923558555,0.602194747959219,1.02653247111996,14.6178485613212
576,1.2,1,0.8,0.8,1.2,0.1,0.69093864032612,0.542231317006242,1.03763855654832,14.6540466416141
577,1.2,1,0.8,1,0.8,-0.1,0.720223829318377,0.651625070908429,0.949331096304127,14.4220008610179
578,1.2,1,0.8,1,0.8,0,0.68934094690432,0.606389388138343,0.962323787810678,14.4804271646967
579,1.2,1,0.8,1,0.8,0.1,0.652117205440129,0.558967379996849,0.973525563396367,14.5321382614152
580,1.2,1,0.8,1,1,-0.1,0.736722033605009,0.640588477636847,0.980646075678385,14.5106492734952
581,1.2,1,0.8,1,1,0,0.70152498401265,0.586404512576909,0.993720990419724,14.5588960912439
582,1.2,1,0.8,1,1,0.1,0.656673404998386,0.529349997418325,1.00496596956103,14.6015820529427
583,1.2,1,0.8,1,1.2,-0.1,0.751636966603241,0.632531056345011,1.00539803267414,14.5702482366781
584,1.2,1,0.8,1,1.2,0,0.712395341549945,0.572145812955433,1.01716712741695,14.6113183756362
585,1.2,1,0.8,1,1.2,0.1,0.660826874196861,0.510443232817227,1.02728128328303,14.6476457763505
586,1.2,1,0.8,1.2,0.8,-0.1,0.692860268246342,0.634733252738221,0.938180030310421,14.4118938830554
587,1.2,1,0.8,1.2,0.8,0,0.661801327573146,0.589586398447057,0.951393457153917,14.470678741427
588,1.2,1,0.8,1.2,0.8,0.1,0.624711009743073,0.542477362368587,0.962676923335429,14.5225711999373
589,1.2,1,0.8,1.2,1,-0.1,0.709696707863596,0.622679529431171,0.970768942112767,14.5025322335614
590,1.2,1,0.8,1.2,1,0,0.674273725673618,0.568783741751266,0.982676602895878,14.5510752679565
591,1.2,1,0.8,1.2,1,0.1,0.629680279257405,0.512376009204102,0.99401549430863,14.5939122999777
592,1.2,1,0.8,1.2,1.2,-0.1,0.725199026082646,0.614448541498904,0.995837915945703,14.5634664276453
593,1.2,1,0.8,1.2,1.2,0,0.685741604203704,0.55188405313804,1.00783664455135,14.6047887507549
594,1.2,1,0.8,1.2,1.2,0.1,0.634535606987032,0.48889565246103,1.01804768048715,14.6412454484741
595,1.2,1,1,0.8,0.8,-0.1,0.768206556253625,0.704242814978234,0.938788245709708,14.3467127476647
596,1.2,1,1,0.8,0.8,0,0.74043259189334,0.664494810912642,0.951460040199911,14.4052589306226
597,1.2,1,1,0.8,0.8,0.1,0.709382022728563,0.625525170333732,0.962232172744834,14.4558069024487
598,1.2,1,1,0.8,1,-0.1,0.78027621582049,0.691131379217083,0.971381007038586,14.4500996164573
599,1.2,1,1,0.8,1,0,0.749078622972323,0.644573738193574,0.984141331221314,14.4984909185223
600,1.2,1,1,0.8,1,0.1,0.71075004692251,0.59787200349655,0.994968391642087,14.5402551917154
601,1.2,1,1,0.8,1.2,-0.1,0.791229618992066,0.68249424463941,0.997486368910715,14.5196133432587
602,1.2,1,1,0.8,1.2,0,0.756176197625682,0.634308314881564,1.00899468969027,14.5608319828231
603,1.2,1,1,0.8,1.2,0.1,0.711697730175928,0.585061459596949,1.01874960697445,14.5963965982608
604,1.2,1,1,1,0.8,-0.1,0.737977305871538,0.682934168578806,0.927763041164798,14.3366388335645
605,1.2,1,1,1,0.8,0,0.709461778542784,0.642759143340041,0.940655740426087,14.3955427592043
606,1.2,1,1,1,0.8,0.1,0.677817560104698,0.603626064987985,0.951513307022454,14.446272470567
607,1.2,1,1,1,1,-0.1,0.750950896116388,0.669781861264634,0.962143357120484,14.4420039733724
608,1.2,1,1,1,1,0,0.719008531969255,0.623099634966089,0.97362543590998,14.4906909524881
609,1.2,1,1,1,1,0.1,0.680281728099202,0.574702449082291,0.984132348383943,14.5326065344173
610,1.2,1,1,1,1.2,-0.1,0.762959861477797,0.659645128240922,0.988004904048263,14.512846542926
611,1.2,1,1,1,1.2,0,0.727232301195435,0.605397746597835,0.999742923714825,14.5543169821257
612,1.2,1,1,1,1.2,0.1,0.682546766627697,0.552584262096488,1.0095971690425,14.5900110589255
613,1.2,1,1,1.2,0.8,-0.1,0.712061440339281,0.666417270287675,0.916789391865663,14.3265662736935
614,1.2,1,1,1.2,0.8,0,0.683104719327651,0.626010740438333,0.92989999932236,14.385827840936
615,1.2,1,1,1.2,0.8,0.1,0.651207538857288,0.586806101860958,0.940841574635084,14.4367392409011
616,1.2,1,1,1.2,1,-0.1,0.725329294201689,0.652220094915859,0.953147567927733,14.4339092005131
617,1.2,1,1,1.2,1,0,0.69289059477029,0.605456325321149,0.964839188382374,14.4828917908132
618,1.2,1,1,1.2,1,0.1,0.654030816502338,0.557308976053643,0.974587489496809,14.5249586482177
619,1.2,1,1,1.2,1.2,-0.1,0.7379302874144,0.641988625040377,0.97856026064858,14.5060803485556
620,1.2,1,1,1.2,1.2,0,0.701743739666623,0.587877635900158,0.990525658619268,14.5478025410969
621,1.2,1,1,1.2,1.2,0.1,0.657014106421081,0.532517955162306,1.00047810722597,14.5836260558489
622,1.2,1,1.2,0.8,0.8,-0.1,0.782975940944778,0.730746505700635,0.91752737954581,14.2618185383623
623,1.2,1,1.2,0.8,0.8,0,0.757166512242966,0.695060042737844,0.930113308802274,14.3208549220345
624,1.2,1,1.2,0.8,0.8,0.1,0.730247771033165,0.660809925972102,0.940564225026097,14.3704516313255
625,1.2,1,1.2,0.8,1,-0.1,0.792225827499026,0.716203423910728,0.953636297924792,14.3817549270951
626,1.2,1,1.2,0.8,1,0,0.763495965731248,0.674308316333154,0.964874345744448,14.4305944452132
627,1.2,1,1.2,0.8,1,0.1,0.730211155080784,0.633868736049649,0.974412053891821,14.4716079106254
628,1.2,1,1.2,0.8,1.2,-0.1,0.800838789944405,0.704836402668209,0.980266710184862,14.4624209192223
629,1.2,1,1.2,0.8,1.2,0,0.768890469186286,0.662470847985172,0.991752484176214,14.5040454543297
630,1.2,1,1.2,0.8,1.2,0.1,0.729817534251437,0.620133588041686,1.00126161529896,14.5389904754043
631,1.2,1,1.2,1,0.8,-0.1,0.754034664661165,0.709694899315831,0.907227877407412,14.2517789070428
632,1.2,1,1.2,1,0.8,0,0.727203763685976,0.673342453643202,0.919481150535284,14.3111721203628
633,1.2,1,1.2,1,0.8,0.1,0.699427206351941,0.638680115079408,0.930019665795684,14.3609508884682
634,1.2,1,1.2,1,1,-0.1,0.764178550977435,0.695213286442894,0.944722056391397,14.373681480856
635,1.2,1,1.2,1,1,0,0.734454053690552,0.652951880173271,0.956169538968696,14.4228160706215
636,1.2,1,1.2,1,1,0.1,0.700512618277859,0.611739125197106,0.965578353336895,14.4639810460105
637,1.2,1,1.2,1,1.2,-0.1,0.773829928570444,0.683623175462719,0.970929403605471,14.4556696923979
638,1.2,1,1.2,1,1.2,0,0.74101665529511,0.635742684835382,0.982612788980513,14.497545596376
639,1.2,1,1.2,1,1.2,0.1,0.701419204961446,0.587845570170276,0.992222496889722,14.5326202174682
640,1.2,1,1.2,1.2,0.8,-0.1,0.729189322063419,0.693357947288054,0.898721147250515,14.2417406259959
641,1.2,1,1.2,1.2,0.8,0,0.701765716105209,0.6565476997261,0.910143783268309,14.3014905681171
642,1.2,1,1.2,1.2,0.8,0.1,0.673413814829926,0.62158341123956,0.919521579005764,14.3514513441218
643,1.2,1,1.2,1.2,1,-0.1,0.739610050179026,0.677853393304241,0.935841106424942,14.3656089027877
644,1.2,1,1.2,1.2,1,0,0.709221561699538,0.635288681037419,0.947495957277605,14.4150384984569
645,1.2,1,1.2,1.2,1,0.1,0.674800227203402,0.594021547685194,0.956995270287874,14.4563549505723
646,1.2,1,1.2,1.2,1.2,-0.1,0.749860997534948,0.666239582211438,0.963390600201734,14.4489190703312
647,1.2,1,1.2,1.2,1.2,0,0.716398997839326,0.618265283763061,0.973869137513262,14.4910462969587
648,1.2,1,1.2,1.2,1.2,0.1,0.676460409384954,0.569706016448588,0.98321639969948,14.526250494665
649,1.2,1.2,0.8,0.8,0.8,-0.1,0.752825538817926,0.675452279729745,0.959202278361587,14.4227606288416
650,1.2,1.2,0.8,0.8,0.8,0,0.723436818429002,0.631451053808208,0.973036803846113,14.4896863677893
651,1.2,1.2,0.8,0.8,0.8,0.1,0.68773350331255,0.584557836419293,0.986257453607051,14.550313514689
652,1.2,1.2,0.8,0.8,1,-0.1,0.768984960951345,0.665621076084071,0.990574684546021,14.5108319129121
653,1.2,1.2,0.8,0.8,1,0,0.735657596497894,0.613299409764483,1.00457335992577,14.5663889313547
654,1.2,1.2,0.8,0.8,1,0.1,0.691870981078845,0.559599134347962,1.01703926743778,14.6166914642786
655,1.2,1.2,0.8,0.8,1.2,-0.1,0.783399754743236,0.6626901988272,1.01362876439347,14.5701505553357
656,1.2,1.2,0.8,0.8,1.2,0,0.746236381564984,0.607490294442307,1.02634369776399,14.6176130420565
657,1.2,1.2,0.8,0.8,1.2,0.1,0.695388306549486,0.547510894430881,1.03880161441643,14.6605715196022
658,1.2,1.2,0.8,1,0.8,-0.1,0.720856405500739,0.653760921031448,0.948037121601042,14.4126632777294
659,1.2,1.2,0.8,1,0.8,0,0.690998685943737,0.609645759759269,0.962060412014614,14.4799369080033
660,1.2,1.2,0.8,1,0.8,0.1,0.655167274838369,0.562985161546947,0.974461236680155,14.5407377986585
661,1.2,1.2,0.8,1,1,-0.1,0.737896372805624,0.6437305797493,0.97927334996281,14.5027212608295
662,1.2,1.2,0.8,1,1,0,0.704096055987013,0.590968905580811,0.993481946044439,14.5585674181999
663,1.2,1.2,0.8,1,1,0.1,0.660348451715735,0.534120157180333,1.00601774117379,14.6090159669231
664,1.2,1.2,0.8,1,1.2,-0.1,0.753361565835811,0.636706273134157,1.00405907180137,14.5633732980162
665,1.2,1.2,0.8,1,1.2,0,0.715741268368064,0.577507639848611,1.01698002985048,14.6110829252964
666,1.2,1.2,0.8,1,1.2,0.1,0.665109503683869,0.515702501346515,1.02836914144399,14.6541670968293
667,1.2,1.2,0.8,1.2,0.8,-0.1,0.693320501856414,0.636805459448951,0.936924007358199,14.4025672831905
668,1.2,1.2,0.8,1.2,0.8,0,0.663316645264899,0.592760836545501,0.951133239278796,14.4701887050843
669,1.2,1.2,0.8,1.2,0.8,0.1,0.627623219995789,0.546379151930635,0.963589512591449,14.5311632895721
670,1.2,1.2,0.8,1.2,1,-0.1,0.710704496162681,0.625730602910282,0.969516776883742,14.4946114801801
671,1.2,1.2,0.8,1.2,1,0,0.676685508054647,0.573227639942856,0.982440224933085,14.5507467113341
672,1.2,1.2,0.8,1.2,1,0.1,0.633201724300597,0.516997066912984,0.995044532904268,14.6013412431264
673,1.2,1.2,0.8,1.2,1.2,-0.1,0.726754258314332,0.61851048486962,0.994526454961243,14.5565966473643
674,1.2,1.2,0.8,1.2,1.2,0,0.688914940439378,0.557313571146854,1.00765121807781,14.6045533693358
675,1.2,1.2,0.8,1.2,1.2,0.1,0.638650922427202,0.494132497517485,1.01911785241046,14.6477632117592
676,1.2,1.2,1,0.8,0.8,-0.1,0.768882350657003,0.70621589051068,0.937444687820381,14.3373234551887
677,1.2,1.2,1,0.8,0.8,0,0.742221486929829,0.667755220271824,0.95113315970996,14.4046485459435
678,1.2,1.2,1,0.8,0.8,0.1,0.71252398643407,0.629541426447219,0.963098368692361,14.4642491288362
679,1.2,1.2,1,0.8,1,-0.1,0.781475573828451,0.694108309805777,0.969960792639902,14.4421364759169
680,1.2,1.2,1,0.8,1,0,0.751542088074945,0.648833900459009,0.983844143622663,14.4980813716092
681,1.2,1.2,1,0.8,1,0.1,0.714493542187136,0.602373940921364,0.995958093365716,14.5475834858593
682,1.2,1.2,1,0.8,1.2,-0.1,0.792954538332738,0.686348102268416,0.996110234798881,14.512713014366
683,1.2,1.2,1,0.8,1.2,0,0.759454692611311,0.639291154732984,1.00876187505975,14.5605384376296
684,1.2,1.2,1,0.8,1.2,0.1,0.715964458980849,0.589756770662522,1.01978865919773,14.6028421895363
685,1.2,1.2,1,1,0.8,-0.1,0.738488981452249,0.684844621801601,0.926457890980565,14.3272605502978
686,1.2,1.2,1,1,0.8,0,0.711140826666987,0.645955820217539,0.940332769650589,14.3949326491903
687,1.2,1.2,1,1,0.8,0.1,0.680891425436087,0.607566543629506,0.952357329226021,14.4547073187654
688,1.2,1.2,1,1,1,-0.1,0.751982946936344,0.67267716028613,0.960854118162985,14.4340481057933
689,1.2,1.2,1,1,1,0,0.721349755752716,0.627257436680099,0.973381424086594,14.4902815507754
690,1.2,1.2,1,1,1,0.1,0.683932188946965,0.579384526657701,0.985100082554109,14.5399298945239
691,1.2,1.2,1,1,1.2,-0.1,0.764531763195049,0.663545016707425,0.986656524474531,14.5059513805211
692,1.2,1.2,1,1,1.2,0,0.730368259178661,0.610679976565457,0.999512183911689,14.5540235229221
693,1.2,1.2,1,1,1.2,0.1,0.686690504984001,0.557423936278767,1.01061901809663,14.5964531148475
694,1.2,1.2,1,1.2,0.8,-0.1,0.712388814405065,0.668265011130415,0.915522431732332,14.3171989980088
695,1.2,1.2,1,1.2,0.8,0,0.684653418029409,0.629141713494123,0.929580924512471,14.3852180055623
696,1.2,1.2,1,1.2,0.8,0.1,0.654168448589495,0.590653083244778,0.941663546394863,14.4451667119132
697,1.2,1.2,1,1.2,1,-0.1,0.726191191662923,0.655032701100793,0.951885643875585,14.4259606050421
698,1.2,1.2,1,1.2,1,0,0.695096482881966,0.609524167274289,0.964597399751327,14.4824825342906
699,1.2,1.2,1,1.2,1,0.1,0.65756284521855,0.561873369995048,0.975511531462434,14.532277074817
700,1.2,1.2,1,1.2,1.2,-0.1,0.739327317155871,0.645793422955134,0.977239510438241,14.4991903521361
701,1.2,1.2,1,1.2,1.2,0,0.704727701823328,0.593070690089196,0.990296987824179,14.547509167878
702,1.2,1.2,1,1.2,1.2,0.1,0.661030941889741,0.537604141629634,1.00148282710626,14.5900645767315
703,1.2,1.2,1.2,0.8,0.8,-0.1,0.783530915026585,0.732494503489622,0.916174081628845,14.2523893978661
704,1.2,1.2,1.2,0.8,0.8,0,0.758963080190185,0.698229656434868,0.929728460241791,14.3201256981779
705,1.2,1.2,1.2,0.8,0.8,0.1,0.733359107924723,0.664678174148705,0.941340189880825,14.3787300889054
706,1.2,1.2,1.2,0.8,1,-0.1,0.793288236118895,0.718941392976411,0.952310580915971,14.3737643869358
707,1.2,1.2,1.2,0.8,1,0,0.765702570546072,0.678294133923079,0.964583179650641,14.4301047099804
708,1.2,1.2,1.2,0.8,1,0.1,0.733906992116406,0.6383107217401,0.975318795481942,14.4788261406107
709,1.2,1.2,1.2,0.8,1.2,-0.1,0.80241549406846,0.708465770123841,0.978881886837216,14.4555006377177
710,1.2,1.2,1.2,0.8,1.2,0,0.771895907124737,0.667066334779357,0.991476834489903,14.5036942213892
711,1.2,1.2,1.2,0.8,1.2,0.1,0.733960355869286,0.624673322763229,1.00223535316725,14.5453570928931
712,1.2,1.2,1.2,1,0.8,-0.1,0.754422032727315,0.711371717830602,0.905998222567427,14.2423607996854
713,1.2,1.2,1.2,1,0.8,0,0.728909933883709,0.676469217913348,0.919100932661048,14.3104432251501
714,1.2,1.2,1.2,1,0.8,0.1,0.702496581953328,0.642513936731692,0.930774471963061,14.3692220379467
715,1.2,1.2,1.2,1,1,-0.1,0.765076047579827,0.697874891384507,0.943423911443864,14.3656982263849
716,1.2,1.2,1.2,1,1,0,0.736563475018514,0.656862656486126,0.955881020510491,14.4223265092262
717,1.2,1.2,1.2,1,1,0.1,0.704149819386438,0.616292202930651,0.966451113500943,14.4711943791413
718,1.2,1.2,1.2,1,1.2,-0.1,0.775249584339484,0.687256844750317,0.969685615368528,14.4487545849377
719,1.2,1.2,1.2,1,1.2,0,0.743910002312259,0.640658118120263,0.982339605462648,14.4971944664244
720,1.2,1.2,1.2,1,1.2,0.1,0.705480218256502,0.592678692917041,0.993179581537828,14.5389833216878
721,1.2,1.2,1.2,1.2,0.8,-0.1,0.729397576003285,0.69498113782783,0.89751935984769,14.2323335501488
