caseID,sideForceScale,rollMomentScale,yawMomentScale,rudderEffectivenessScale,inertiaScale,IxzNormalized,initialYawRateIntegralRatio,initialBetaIntegralRatio,peakInitialActuatorPosition_deg,peakInitialActuatorRate_degps
99,0.8,1,0.8,1,1.2,0.1,0.642310129055957,0.490234672842547,1.02720929657165,14.6475935988256
100,0.8,1,0.8,1.2,0.8,-0.1,0.686772867745273,0.626673635566309,0.938063786763056,14.4117708582772
101,0.8,1,0.8,1.2,0.8,0,0.6537139553669,0.579428618633058,0.951294337931817,14.4705787021724
102,0.8,1,0.8,1.2,0.8,0.1,0.613897119403243,0.529960449385435,0.962593968909858,14.5224924739887
103,0.8,1,0.8,1.2,1,-0.1,0.702249849203131,0.61169218880847,0.970673357309918,14.5024331074732
104,0.8,1,0.8,1.2,1,0,0.663127019101213,0.554107188771879,0.982572864821645,14.5509950210911
105,0.8,1,0.8,1.2,1,0.1,0.615368692485231,0.494772762857051,0.993929456232172,14.5938495397477
106,0.8,1,0.8,1.2,1.2,-0.1,0.716527754476958,0.600140860494692,0.99573366207892,14.563383423602
107,0.8,1,0.8,1.2,1.2,0,0.67183069546416,0.535473341416436,1.00774916797358,14.604721759588
108,0.8,1,0.8,1.2,1.2,0.1,0.61662164156404,0.469157535228791,1.01797595590348,14.6411932780915
109,0.8,1,1,0.8,0.8,-0.1,0.762788054692099,0.696586081775834,0.938648144410672,14.3465651116669
110,0.8,1,1,0.8,0.8,0,0.734054943269946,0.655594453061864,0.951336934656996,14.4051343508266
111,0.8,1,1,0.8,0.8,0.1,0.70023284463818,0.61456747196551,0.96212477961495,14.4557032725999
112,0.8,1,1,0.8,1,-0.1,0.773592965205133,0.680690286205475,0.971233246565139,14.4499806454646
113,0.8,1,1,0.8,1,0,0.739649639920192,0.631857056068764,0.984012279080758,14.4983909106527
114,0.8,1,1,0.8,1,0.1,0.698412128121554,0.584394798491429,0.994856598356938,14.5401723955457
115,0.8,1,1,0.8,1.2,-0.1,0.783414494509184,0.671904146644322,0.997360701414565,14.5195137146578
116,0.8,1,1,0.8,1.2,0,0.744085404086037,0.620693769039474,1.0088857705272,14.5607484527443
117,0.8,1,1,0.8,1.2,0.1,0.696290402985317,0.568833898468382,1.01865608811538,14.5963276689433
118,0.8,1,1,1,0.8,-0.1,0.732687403982342,0.675941860164932,0.927623626773327,14.3364912298651
119,0.8,1,1,1,0.8,0,0.703248923598425,0.634565056564113,0.940533205520916,14.395418205229
120,0.8,1,1,1,0.8,0.1,0.668994863229995,0.593448853127415,0.951406389791654,14.4461688613591
121,0.8,1,1,1,1,-0.1,0.74441741726579,0.660054112099857,0.962028654787045,14.4418850234791
122,0.8,1,1,1,1,0,0.709802951406395,0.610887361315766,0.973525631845866,14.4905909614497
123,0.8,1,1,1,1,0.1,0.668351841761801,0.560250703160503,0.984021039438856,14.5325237516649
124,0.8,1,1,1,1.2,-0.1,0.755296180123243,0.647396070385383,0.987879742247767,14.5127469292479
125,0.8,1,1,1,1.2,0,0.715437022549035,0.590735648217073,0.999634419979115,14.5542334639362
126,0.8,1,1,1,1.2,0.1,0.667596667522426,0.536301426119939,1.00950399230883,14.5899421390691
127,0.8,1,1,1.2,0.8,-0.1,0.70692656993291,0.660024067191634,0.916650662499457,14.32641870229
128,0.8,1,1,1.2,0.8,0,0.67710958560183,0.618439079079194,0.929778033567007,14.3857033127794
129,0.8,1,1,1.2,0.8,0.1,0.642683867250287,0.577308570945498,0.940735132105155,14.4366356523326
130,0.8,1,1,1.2,1,-0.1,0.71891744136734,0.643130867041442,0.953033320866455,14.4337902717178
131,0.8,1,1,1.2,1,0,0.683953331439344,0.593960227400658,0.964739759329603,14.482791816605
132,0.8,1,1,1.2,1,0.1,0.642458908725412,0.543639321685436,0.974501718377444,14.5248758788818
133,0.8,1,1,1.2,1.2,-0.1,0.73039153707304,0.63042597006336,0.978435603396678,14.5059807497997
134,0.8,1,1,1.2,1.2,0,0.690229138549199,0.572632316542359,0.990417569412882,14.5477190347961
135,0.8,1,1,1.2,1.2,0.1,0.642520966070057,0.515095190333291,1.00038527190201,14.5835571454531
136,0.8,1,1.2,0.8,0.8,-0.1,0.778322772943753,0.724544577545255,0.917365303264865,14.2616465515458
137,0.8,1,1.2,0.8,0.8,0,0.751809649746671,0.687761889308521,0.929967879285779,14.3207060485742
138,0.8,1,1.2,0.8,0.8,0.1,0.722981912108743,0.6526449631655,0.940433893911434,14.3703233407958
139,0.8,1,1.2,0.8,1,-0.1,0.78644522708718,0.707429149481555,0.953502811511762,14.3816162794675
140,0.8,1,1.2,0.8,1,0,0.756096199210196,0.664225967039958,0.964755628175976,14.4304748355816
141,0.8,1,1.2,0.8,1,0.1,0.720117103650977,0.622495141763276,0.974275963100745,14.4715052352001
142,0.8,1,1.2,0.8,1.2,-0.1,0.79396863197612,0.695273703428526,0.980120959068101,14.4623047837856
143,0.8,1,1.2,0.8,1.2,0,0.758851873018297,0.651035735793261,0.991623279302145,14.5039454965924
144,0.8,1,1.2,0.8,1.2,0.1,0.716981745117568,0.606953220515386,1.00114733059719,14.5389048965041
145,0.8,1,1.2,1,0.8,-0.1,0.749465107768849,0.704060088366555,0.907104787634967,14.2516069578488
146,0.8,1,1.2,1,0.8,0,0.722008306881088,0.666653293833483,0.919336396307103,14.3110232777849
147,0.8,1,1.2,1,0.8,0.1,0.692358454885745,0.63116463526806,0.929889915345724,14.3608226235623
148,0.8,1,1.2,1,1,-0.1,0.75847209538085,0.687047742544921,0.94458909869119,14.3735428578152
149,0.8,1,1.2,1,1,0,0.727231500353134,0.643533016033818,0.956051267358886,14.4226964811341
150,0.8,1,1.2,1,1,0.1,0.690689978501669,0.599961243582044,0.96547334962899,14.4638783872618
151,0.8,1,1.2,1,1.2,-0.1,0.767070729552805,0.673116703511531,0.97081633051707,14.455553574355
152,0.8,1,1.2,1,1.2,0,0.731187508718825,0.62250464140912,0.982484077525762,14.4974456528744
153,0.8,1,1.2,1,1.2,0.1,0.68892899885847,0.574102647838098,0.992108632071258,14.5325346503369
154,0.8,1,1.2,1.2,0.8,-0.1,0.724734000510341,0.688247853831183,0.898598548108505,14.2415687144214
155,0.8,1,1.2,1.2,0.8,0,0.696711868803831,0.650405590959914,0.91003418424071,14.3013417564194
156,0.8,1,1.2,1.2,0.8,0.1,0.666608256813713,0.614643727167806,0.919392407753816,14.351323104838
157,0.8,1,1.2,1.2,1,-0.1,0.734002539978574,0.670245431523149,0.93570867627597,14.3654703043323
158,0.8,1,1.2,1.2,1,0,0.702169479455114,0.626460312728644,0.947378130692311,14.4149189291123
159,0.8,1,1.2,1.2,1,0.1,0.665254546280672,0.582911203525229,0.956890646244412,14.4562523084991
160,0.8,1,1.2,1.2,1.2,-0.1,0.743216434107178,0.656325152156672,0.963277904857602,14.4488029696814
161,0.8,1,1.2,1.2,1.2,0,0.706780812588364,0.605704572738252,0.973769514113693,14.4909463676921
162,0.8,1,1.2,1.2,1.2,0.1,0.664326974255748,0.555111878603339,0.983102953883794,14.5261649393021
163,0.8,1.2,0.8,0.8,0.8,-0.1,0.746473076773807,0.666040490863161,0.959082538301238,14.422633588973
164,0.8,1.2,0.8,0.8,0.8,0,0.715255206978309,0.620078537365587,0.972936564824608,14.4895862014241
165,0.8,1.2,0.8,0.8,0.8,0.1,0.67624450160129,0.570434422091263,0.986151557298048,14.5502386297703
166,0.8,1.2,0.8,0.8,1,-0.1,0.761320605665682,0.653206764020624,0.990448290746432,14.5107294269799
167,0.8,1.2,0.8,0.8,1,0,0.724267144547873,0.599063265297797,1.00446848393324,14.5663086003996
168,0.8,1.2,0.8,0.8,1,0.1,0.676779794458772,0.543262836215973,1.01695496089534,14.6166319495972
169,0.8,1.2,0.8,0.8,1.2,-0.1,0.774569722026369,0.650912729091993,1.01352115265792,14.5700646654157
170,0.8,1.2,0.8,0.8,1.2,0,0.732070092913812,0.591637349843871,1.02625540216747,14.6175459910908
171,0.8,1.2,0.8,0.8,1.2,0.1,0.676796587953175,0.526967446901271,1.03871267072579,14.6605221541662
172,0.8,1.2,0.8,1,0.8,-0.1,0.714662727888549,0.645134025515228,0.947917970830205,14.4125362657216
173,0.8,1.2,0.8,1,0.8,0,0.683081892880506,0.599119329603792,0.96196063616698,14.4798367623668
174,0.8,1.2,0.8,1,0.8,0.1,0.644113829469286,0.54980836132645,0.974380034293752,14.5406629284955
175,0.8,1.2,0.8,1,1,-0.1,0.730406254050049,0.63216566562248,0.979147562511725,14.5026187931105
176,0.8,1.2,0.8,1,1,0,0.693023614296871,0.575717540262574,0.993377543246815,14.5584871007476
177,0.8,1.2,0.8,1,1,0.1,0.645793328207772,0.516580776056334,1.0059337938015,14.6089564618
178,0.8,1.2,0.8,1,1.2,-0.1,0.74470291192906,0.62349692823462,1.00395189458622,14.5632874209841
179,0.8,1.2,0.8,1,1.2,0,0.701960673254116,0.561554611188211,1.01689207020359,14.6110158838644
180,0.8,1.2,0.8,1,1.2,0.1,0.647121949685702,0.495736543337509,1.02829950071129,14.6541177381172
181,0.8,1.2,0.8,1.2,0.8,-0.1,0.687307755379598,0.628876410157623,0.936805444257614,14.4024402990414
182,0.8,1.2,0.8,1.2,0.8,0,0.655677364439356,0.582967665577771,0.951033925399059,14.4700885801749
183,0.8,1.2,0.8,1.2,0.8,0.1,0.616988822147327,0.53400072452809,0.963508664307525,14.5310884341637
184,0.8,1.2,0.8,1.2,1,-0.1,0.703365752066197,0.614917946271201,0.969419015853908,14.494509030673
185,0.8,1.2,0.8,1.2,1,0,0.665948686092568,0.558826916937052,0.982336294108789,14.5506664073837
186,0.8,1.2,0.8,1.2,1,0.1,0.619125949734824,0.499801239205354,0.994960943813781,14.601281747561
187,0.8,1.2,0.8,1.2,1.2,-0.1,0.718247367644953,0.604776650362396,0.994419711278509,14.5565107832193
188,0.8,1.2,0.8,1.2,1.2,0,0.675503162634451,0.541039609258273,1.0075635936551,14.6044863374371
189,0.8,1.2,0.8,1.2,1.2,0.1,0.621243906774018,0.47457910700242,1.01904846294929,14.6477138597707
190,0.8,1.2,1,0.8,0.8,-0.1,0.763537210666553,0.698694853349855,0.937302281224392,14.3371718713087
191,0.8,1.2,1,0.8,0.8,0,0.736007724835336,0.658971886738982,0.951009817628363,14.4045238598593
192,0.8,1.2,1,0.8,0.8,0.1,0.703580572239651,0.61877392338793,0.962992997316474,14.4641493241256
193,0.8,1.2,1,0.8,1,-0.1,0.774900893463738,0.683836606830686,0.969810387760305,14.4420141890155
194,0.8,1.2,1,0.8,1,0,0.742577062926711,0.636393264654484,0.983714856254037,14.4979812927957
195,0.8,1.2,1,0.8,1,0.1,0.702379769744032,0.588997133005845,0.995848666835085,14.5475039240748
196,0.8,1.2,1,0.8,1.2,-0.1,0.785284014667242,0.67592546054392,0.995982084766478,14.5126105309484
197,0.8,1.2,1,0.8,1.2,0,0.747829593803962,0.625976902932446,1.00865277464879,14.5604548568798
198,0.8,1.2,1,0.8,1.2,0.1,0.700831315948344,0.573982712090078,1.01969741199133,14.6027760570026
199,0.8,1.2,1,1,0.8,-0.1,0.733258105216025,0.677983499763576,0.926316183787219,14.3271089996301
200,0.8,1.2,1,1,0.8,0,0.705084241344987,0.637875524373155,0.940209998484005,14.3948079889313
201,0.8,1.2,1,1,0.8,0.1,0.672263276827752,0.597566514907506,0.952252421207055,14.454607533835
202,0.8,1.2,1,1,1,-0.1,0.745553288381902,0.663117932207361,0.960737258079835,14.4339258406071
203,0.8,1.2,1,1,1,0,0.712587910941008,0.615419776741607,0.97328144578296,14.4901814887957
204,0.8,1.2,1,1,1,0.1,0.672216704681799,0.56509689138562,0.984991126641616,14.5398503455787
205,0.8,1.2,1,1,1.2,-0.1,0.756999839259687,0.65151529442863,0.986528890978202,14.5058489124708
206,0.8,1.2,1,1,1.2,0,0.719026273010041,0.596164035791936,0.999403499131171,14.5539399540631
207,0.8,1.2,1,1,1.2,0.1,0.671995149026969,0.541515218106105,1.01052810242646,14.5963869913584
208,0.8,1.2,1,1.2,0.8,-0.1,0.70732620462259,0.661999871546571,0.915388555983739,14.3170474805508
209,0.8,1.2,1,1.2,0.8,0,0.678810442799696,0.621681534755786,0.929458722772815,14.3850933711265
210,0.8,1.2,1,1.2,0.8,0.1,0.645846582903771,0.581325500574042,0.941559100571442,14.4450669467615
211,0.8,1.2,1,1.2,1,-0.1,0.719883842944547,0.646115267799545,0.951769248416018,14.4258383615695
212,0.8,1.2,1,1.2,1,0,0.686589418892353,0.598392756932031,0.964497796638249,14.4823824891437
213,0.8,1.2,1,1.2,1,0.1,0.646189596750238,0.548360387490731,0.975427703837139,14.5321975387104
214,0.8,1.2,1,1.2,1.2,-0.1,0.731928249682344,0.634441741803313,0.977112392304634,14.4990878994523
215,0.8,1.2,1,1.2,1.2,0,0.693650874316282,0.578149373303368,0.990188717775916,14.5474256109093
216,0.8,1.2,1,1.2,1.2,0.1,0.646780523197942,0.520413291933435,1.00139224228148,14.5899984622866
217,0.8,1.2,1.2,0.8,0.8,-0.1,0.778946937970255,0.726420856126939,0.916009740695312,14.2522134765758
218,0.8,1.2,1.2,0.8,0.8,0,0.753669451637863,0.691044048267899,0.929582755532317,14.3199766981132
219,0.8,1.2,1.2,0.8,0.8,0.1,0.726288698614529,0.656585606178601,0.941211774479418,14.3786055768302
220,0.8,1.2,1.2,0.8,1,-0.1,0.787612468912808,0.710327703356464,0.952174956048454,14.3736224321904
221,0.8,1.2,1.2,0.8,1,0,0.758749076150208,0.668354468936286,0.964464257762252,14.4299850157148
222,0.8,1.2,1.2,0.8,1,0.1,0.724016705697783,0.62705084185784,0.975184964653032,14.478726668368
223,0.8,1.2,1.2,0.8,1.2,-0.1,0.795674989780121,0.699065920420242,0.978733682963983,14.4553816536678
224,0.8,1.2,1.2,0.8,1.2,0,0.762325225912231,0.655981648097603,0.991347416819846,14.5035942031418
225,0.8,1.2,1.2,0.8,1.2,0.1,0.721366336733106,0.611641496816528,1.00212325728241,14.5452742884711
226,0.8,1.2,1.2,1,0.8,-0.1,0.749915204411084,0.705865956426526,0.90587330190424,14.2421849169237
227,0.8,1.2,1.2,1,0.8,0,0.723777221318055,0.669889616990775,0.918955903539621,14.3102942559731
228,0.8,1.2,1.2,1,0.8,0.1,0.695625726425698,0.635056417082425,0.930646625142282,14.3690975506417
229,0.8,1.2,1.2,1,1,-0.1,0.759476307436336,0.689869836634463,0.943288824365975,14.3655562968379
230,0.8,1.2,1.2,1,1,0,0.729776632310801,0.647582464884627,0.955762544780915,14.4222068351076
231,0.8,1.2,1.2,1,1,0.1,0.694517805710606,0.604707204658092,0.966347983799131,14.471094923001
232,0.8,1.2,1.2,1,1.2,-0.1,0.768611088162378,0.676954961546086,0.969570556301665,14.4486356187238
233,0.8,1.2,1.2,1,1.2,0,0.734529520015286,0.627803163985782,0.982210681441243,14.4970944624146
234,0.8,1.2,1.2,1,1.2,0.1,0.693219306552865,0.579001668933321,0.993067895231375,14.5389005286205
235,0.8,1.2,1.2,1.2,0.8,-0.1,0.725008183034455,0.69000078724986,0.897394937668711,14.2321577059126
236,0.8,1.2,1.2,1.2,0.8,0,0.698361557419304,0.653589842487131,0.909723841073527,14.3006130632271
237,0.8,1.2,1.2,1.2,0.8,0.1,0.669812430479467,0.61847326566716,0.920132337626284,14.359590723958
238,0.8,1.2,1.2,1.2,1,-0.1,0.734834819134945,0.672998362515488,0.934435862131759,14.357491028801
239,0.8,1.2,1.2,1.2,1,0,0.704585254217772,0.630436205947529,0.947092048683793,14.4144294569139
240,0.8,1.2,1.2,1.2,1,0.1,0.669005765301776,0.58756526532987,0.957749257303237,14.4634639473369
241,0.8,1.2,1.2,1.2,1.2,-0.1,0.744589352951678,0.660077867682785,0.962052709761467,14.4418901880339
242,0.8,1.2,1.2,1.2,1.2,0,0.709977723454362,0.610888650083726,0.973546360650014,14.4905952802169
243,0.8,1.2,1.2,1.2,1.2,0.1,0.66851582480185,0.560230323530182,0.98404562585612,14.532527304215
244,1,0.8,0.8,0.8,0.8,-0.1,0.747557411746806,0.664972965695544,0.962062007379754,14.4419393474374
245,1,0.8,0.8,0.8,0.8,0,0.714407390582325,0.617161074295081,0.973554853740612,14.4906366495715
246,1,0.8,0.8,0.8,0.8,0.1,0.674282607872774,0.567613420912594,0.984052167322402,14.5325615998667
247,1,0.8,0.8,0.8,1,-0.1,0.761686950410128,0.651069106433976,0.993568634161672,14.5270215593608
248,1,0.8,0.8,0.8,1,0,0.722915850262952,0.594988327118837,1.00503246507444,14.5670167898078
249,1,0.8,0.8,0.8,1,0.1,0.675169354653029,0.540682376000365,1.01465570138487,14.6014398480188
250,1,0.8,0.8,0.8,1.2,-0.1,0.774161260875266,0.646115871357822,1.01650090767645,14.5841356185081
251,1,0.8,0.8,0.8,1.2,0,0.730192794698578,0.58662711330701,1.026695545221,14.6180568070538
252,1,0.8,0.8,0.8,1.2,0.1,0.675626119804498,0.525077643092802,1.03624384156686,14.6472463346443
253,1,0.8,0.8,1,0.8,-0.1,0.716090274092903,0.643871024854421,0.950816880383225,14.4318197400803
254,1,0.8,0.8,1,0.8,0,0.682446617539913,0.596009218258725,0.962572094758678,14.4808867545502
255,1,0.8,0.8,1,0.8,0.1,0.642231525142266,0.546814177737314,0.972353144241484,14.5230009833035
256,1,0.8,0.8,1,1,-0.1,0.731104104655419,0.629844438186243,0.982191104081273,14.5188962365782
257,1,0.8,0.8,1,1,0,0.691914407888255,0.572049684200036,0.993935741350488,14.5591950484821
258,1,0.8,0.8,1,1,0.1,0.644268627938461,0.514021629841545,1.00368210906473,14.5937744026299
259,1,0.8,0.8,1,1.2,-0.1,0.7446069715683,0.619011525165286,1.0068740385978,14.5773479550275
260,1,0.8,0.8,1,1.2,0,0.700332427174254,0.556468814602373,1.01732859063972,14.6115265561902
261,1,0.8,0.8,1,1.2,0.1,0.646065512138712,0.493655668587161,1.0259988276934,14.6408490927345
262,1,0.8,0.8,1.2,0.8,-0.1,0.689068624731662,0.627422885043841,0.939624245207516,14.4217014925774
263,1,0.8,0.8,1.2,0.8,0,0.655276234677079,0.579701786477629,0.951638577187505,14.4711381164351
264,1,0.8,0.8,1.2,0.8,0.1,0.615238149088173,0.530896834410018,0.961530095899227,14.5134415716481
265,1,0.8,0.8,1.2,1,-0.1,0.704404447629175,0.612447850694693,0.972168219232445,14.5107717869462
266,1,0.8,0.8,1.2,1,0,0.665081044649606,0.555038001094586,0.9828887286009,14.5513741134616
267,1,0.8,0.8,1.2,1,0.1,0.617743902502018,0.497411613668454,0.992756585305412,14.5861097297264
268,1,0.8,0.8,1.2,1.2,-0.1,0.718493757126558,0.60092189645607,0.997284501536951,14.5705608992247
269,1,0.8,0.8,1.2,1.2,0,0.674126308119879,0.536004659961321,1.00799650143601,14.6049968661341
270,1,0.8,0.8,1.2,1.2,0.1,0.620303915950677,0.472380562743926,1.01678436723143,14.6344523878926
271,1,0.8,1,0.8,0.8,-0.1,0.764439402256093,0.697267099594208,0.94031796365179,14.3565731331927
272,1,0.8,1,0.8,0.8,0,0.734683365631914,0.655336749019087,0.951768476555628,14.405831155479
273,1,0.8,1,0.8,0.8,0.1,0.700367036929242,0.614541211689939,0.9611267999071,14.4468207286304
274,1,0.8,1,0.8,1,-0.1,0.775096682662062,0.681288545321455,0.972966274289501,14.4583729296622
275,1,0.8,1,0.8,1,0,0.74061009448326,0.631903233687737,0.984408571657203,14.4988634479324
276,1,0.8,1,0.8,1,0.1,0.699526653294056,0.585285547263022,0.99374150042322,14.5325465075529
277,1,0.8,1,0.8,1.2,-0.1,0.7847598186688,0.67132268134584,0.998992397343379,14.5267308301423
278,1,0.8,1,0.8,1.2,0,0.745372233970603,0.620512063599659,1.00919578301458,14.5610915355353
279,1,0.8,1,0.8,1.2,0.1,0.698434918179888,0.570987426919835,1.01751019775039,14.5896692794216
280,1,0.8,1,1,0.8,-0.1,0.734534402882306,0.676395198476626,0.929250751084412,14.3464879258244
281,1,0.8,1,1,0.8,0,0.703971818427539,0.634050466569832,0.940960230205895,14.3961147162495
282,1,0.8,1,1,0.8,0.1,0.669070478960643,0.593164721439036,0.950432595443203,14.4372938781646
283,1,0.8,1,1,1,-0.1,0.746099956311078,0.660423769870007,0.963573799345491,14.4502698646909
284,1,0.8,1,1,1,0,0.710851961695883,0.610933930849275,0.973845649959345,14.4910633425413
285,1,0.8,1,1,1,0.1,0.669397442591229,0.561383478047367,0.982929643455888,14.5249028945238
286,1,0.8,1,1,1.2,-0.1,0.756804350427799,0.647602968328364,0.98948128296142,14.5199587760431
287,1,0.8,1,1,1.2,0,0.716803310120821,0.590727520401206,0.999942022196682,14.5545764535196
288,1,0.8,1,1,1.2,0.1,0.669690032576037,0.538347494154177,1.00837642950269,14.5832873421239
289,1,0.8,1,1.2,0.8,-0.1,0.70896629916146,0.660256991914338,0.918235325904709,14.336404074341
290,1,0.8,1,1.2,0.8,0,0.677916520448411,0.617707069238742,0.930200556342702,14.386399530194
291,1,0.8,1,1.2,0.8,0.1,0.642770996193734,0.576813643212504,0.939785392305326,14.4277682288947
292,1,0.8,1,1.2,1,-0.1,0.720797483757023,0.643306736929085,0.954548636196168,14.4421676708102
293,1,0.8,1,1.2,1,0,0.685081452972156,0.59379051384572,0.965057217884801,14.4832640415196
294,1,0.8,1,1.2,1,0.1,0.643499421068439,0.544562781627945,0.973467013882539,14.5172600520555
295,1,0.8,1,1.2,1.2,-0.1,0.732094178428495,0.630428804346964,0.980007121304481,14.5131873284144
296,1,0.8,1,1.2,1.2,0,0.691690658536243,0.573006037383892,0.990722767884888,14.5480619311774
297,1,0.8,1,1.2,1.2,0.1,0.644563539077346,0.517284102339103,0.999275959394599,14.5769059407671
298,1,0.8,1.2,0.8,0.8,-0.1,0.779784045233326,0.724834850732456,0.919057742053291,14.2717083589578
299,1,0.8,1.2,0.8,0.8,0,0.751953972733759,0.686854501290905,0.930476442189427,14.3215385697123
300,1,0.8,1.2,0.8,0.8,0.1,0.72222297653088,0.651494829220329,0.9395493130576,14.3616232987423
301,1,0.8,1.2,0.8,1,-0.1,0.787730340327269,0.707589217561848,0.955097418918677,14.3900467665568
302,1,0.8,1.2,0.8,1,0,0.756503385437071,0.663682069863552,0.965137311136376,14.431039918538
303,1,0.8,1.2,0.8,1,0.1,0.720194733268487,0.622457379823147,0.973265436619742,14.4640028018706
304,1,0.8,1.2,0.8,1.2,-0.1,0.795099711036273,0.694547104463635,0.981772524375699,14.4695506892146
305,1,0.8,1.2,0.8,1.2,0,0.75952887218572,0.65031402427128,0.991990544809264,14.5043560152187
306,1,0.8,1.2,0.8,1.2,0.1,0.718059205097728,0.607915034877408,1.00008338266148,14.5323358730901
307,1,0.8,1.2,1,0.8,-0.1,0.751142395230917,0.704164524148492,0.908608809873535,14.2616574125141
308,1,0.8,1.2,1,0.8,0,0.722210612073701,0.665509409740036,0.919839608360595,14.3118554475874
309,1,0.8,1.2,1,0.8,0.1,0.691553637345817,0.62976726410185,0.929028370981709,14.352130068198
310,1,0.8,1.2,1,1,-0.1,0.759970388850309,0.687020809686893,0.946153565074861,14.3819658871972
311,1,0.8,1.2,1,1,0,0.727699411570738,0.642778816678901,0.956429902221634,14.4232613771003
312,1,0.8,1.2,1,1,0.1,0.690724720806024,0.599921379454958,0.964505309465125,14.4563809453293
313,1,0.8,1.2,1,1.2,-0.1,0.768391572074399,0.672878185050367,0.972375660621674,14.4627942021783
314,1,0.8,1.2,1,1.2,0,0.731953062098498,0.622259127463223,0.982848478060789,14.4978560598687
315,1,0.8,1.2,1,1.2,0.1,0.68995073551107,0.575049515122901,0.991062390025665,14.5259691959425
316,1,0.8,1.2,1.2,0.8,-0.1,0.726624568511674,0.688177813792419,0.900071862360658,14.2516078179995
317,1,0.8,1.2,1.2,0.8,0,0.697017863887834,0.649057312279337,0.910436774238612,14.3021735749175
318,1,0.8,1.2,1.2,0.8,0.1,0.665757880970164,0.613039820915131,0.918553773313073,14.3426380351515
319,1,0.8,1.2,1.2,1,-0.1,0.735714942821001,0.670051940332239,0.937243130128565,14.373885876874
320,1,0.8,1.2,1.2,1,0,0.702744035232185,0.625517679640115,0.94775372553894,14.4154836381017
321,1,0.8,1.2,1.2,1,0.1,0.665272861986568,0.582677234954773,0.955939750171281,14.4487598574299
322,1,0.8,1.2,1.2,1.2,-0.1,0.744746237948541,0.655922660757552,0.964715299875551,14.4560383204082
323,1,0.8,1.2,1.2,1.2,0,0.707651056083584,0.605286457284785,0.974062447414891,14.4913566630609
324,1,0.8,1.2,1.2,1.2,0.1,0.665297164999479,0.556280067286094,0.982074342302901,14.5196030536114
325,1,1,0.8,0.8,0.8,-0.1,0.748854707705349,0.668534017764413,0.96047576825313,14.4320476711174
326,1,1,0.8,0.8,0.8,0,0.717527954588618,0.622417388639039,0.973253363344041,14.490126815243
